request_id,price
414f6b8d-44e4-4c68-96c7-9a898b7452f3,649100.0
f2f899a4-0d59-4c8e-af12-8d43691b9d0a,453000.0
87b0c416-a84c-42fb-a4dd-61bafc904941,731600.0
44c2d2fc-1b51-42b9-8149-b571c9e154d7,440600.0
9307e077-6190-4297-8138-6b91fc47314e,479000.0
0ff91b55-c575-431c-be2e-62474e891fd1,537700.0
9a024d7b-b165-4d06-8e12-7a5f38e52df7,507600.0
8ae72d27-a45e-45e1-8865-490b66209e5a,567300.0
fa549c24-92d3-4d60-a716-da84a6743678,844700.0
9882e380-13ec-4fa9-9606-2d6c37af7550,794500.0
2110af70-5f5e-4383-b640-f50a525b786d,1011600.0
18c4d895-a8ae-4544-ab80-1fbf752da157,727550.0
39607966-a2a5-42b4-b6a2-82afa00915ea,1146800.0
7faba6d4-f027-4ebe-bf97-0d9ade5c8506,590400.0
7b0335ea-c022-438c-bca2-950f4f7c33e6,751500.0
34dd4fb6-7754-42d9-884e-3669c4b62979,579400.0
5f7669c8-d958-412c-ad23-ccdf1098cdac,799700.0
3e867869-dedb-4e62-a13a-b1db4ca0c04f,581900.0
32476e10-6889-4f2a-971f-834a865c50da,598200.0
82c89dea-5955-4234-aa67-78dc5b577b8a,587300.0
687a65f3-3057-445e-b4d9-54c46993b8f4,487400.0
700d365a-614a-4d4c-89fa-5dc967718a1f,1144800.0
a8c35be6-ef81-4e85-be4b-d562049f3ca0,831200.0
780558a7-9057-45b0-a6f1-82ff97e3a7b0,579900.0
a68fc626-b088-4137-8fea-40391f585e4b,809600.0
02afa94a-6b01-44e6-a429-074a1e98db4d,550700.0
8f6eaadb-f7a9-4191-9ccc-f0052347bc46,1253600.0
dd4e1d52-3dfd-43e4-aef4-10c71023d16c,793500.0
9bed36ab-2fcf-4bfb-92bd-15ffb84d84c0,722700.0
b012719f-61b9-44dc-9b39-e82ff936d572,1716700.0
832bbd6b-6ae6-4ee5-bd73-7beb610c9b64,537500.0
f8c675fd-0036-4789-8a1d-26bff85737ac,580000.0
6a13ae2d-80f2-4bb6-b5f1-24748e5d8ae5,604500.0
20e70e39-1fd5-4467-a60e-4cb6820277ee,423000.0
30601181-42bc-4fc5-88da-dbe39575aeae,459500.0
9fa752b8-acab-427d-a19b-24ab80f41b3e,627300.0
e12d607e-2ca8-43cc-8f8d-f3229cfd76bb,578400.0
e627cfa8-d0a0-45b7-a7ae-1f95e666bf08,1324200.0
1e088ed5-e543-4dda-99e3-77385212d052,2926700.0
b99efe0d-0aca-4497-91dc-2f4cffe6fa1e,626400.0
f52dc667-ba2f-418f-ba21-ace0dbe26c89,1101900.0
9a5ff2f1-d9ce-4985-bf93-c07cf882b260,660600.0
a185e778-882d-4f04-993b-e87736bf98fd,664600.0
283258d1-8791-4203-b8d7-4a4cbd08b602,600300.0
e8172072-c596-46c7-b389-23c4156b8448,796200.0
5ca6cb5a-7f3c-4c5e-b074-30ba6d1325be,892300.0
689498b2-90b9-4d8f-a32b-af39926f056e,784900.0
f5728f37-4388-446f-a192-38ed9fa1f1ad,695600.0
e403ae0c-b164-421a-b1cb-fabc6e0cba68,1665700.0
2bd49be3-ee95-4c11-87e6-7240714d7be4,611400.0
9eea97ac-da50-4544-82f9-5dcfe50eeb02,860400.0
5d3c12ce-0d3b-4524-87a4-81a41b533d64,562300.0
a796d424-a84b-4b84-889c-9f20b0c9daf1,737000.0
00450075-4484-47c1-a905-e7d48585926d,507600.0
db441b43-26e3-4910-a43d-a7d467bcd3c9,700000.0
91167e22-c21e-4858-b9c9-674aa1336c41,996900.0
07ce4c4d-c857-4d0f-a837-29389ea9491d,807700.0
ef9ff970-b348-47b4-a658-8586fdc7937f,507100.0
a4173fe5-8ab0-4810-88a8-8c837a11b2c5,641700.0
7a23e5a6-1956-412f-9a27-41b8c57deb8e,686400.0
7d6fee02-f3b9-4234-952b-9848c0c0f586,748900.0
4550dc0b-fbf7-48e8-97a6-d19b7b769447,1116800.0
ddcc374d-dac9-461a-94b1-66d23e601ebc,933200.0
efa918c1-d4a4-4c98-ba4b-08080f35d726,1292600.0
8a0a8bb9-0b8c-49d1-8d30-9a7f0b55fa05,767600.0
4bd08a8a-9e6d-4c83-bf46-05c1ebfcc8f8,594300.0
dc24ad7a-ced2-4f92-8cce-c671fb8256fb,737200.0
0b052d15-98fb-439f-b903-36c6b53436f4,560400.0
3e1800da-5cd8-487b-9087-fd735f102395,858500.0
71fa5620-a5f9-4431-a0b4-a3f0eca55202,426800.0
3c8be7ef-b68a-472b-a615-5e1fee0e3294,532100.0
7deeb4a7-ae27-46fe-98d4-2b226187671b,911500.0
a2dccd27-397f-4de5-87e1-3e43c1f48ba1,462600.0
7361d0de-d840-4cc1-9a18-4f643e74b42f,576700.0
e54c46e2-5f1e-45be-8649-61a9d64c283c,761700.0
b0d550d6-d140-4bec-b743-7682accee699,720100.0
7daad95f-fa47-4def-95ff-89909dc50d8f,903300.0
a326bfcc-1c6a-4a4e-846c-ba9c20f2c644,733700.0
a9eb93a7-13b4-408f-9a1a-b8703c5cd969,661700.0
5d38ad8e-eb6e-46aa-a6fa-3eb40f83929f,544700.0
d642ae7e-2f30-4948-8af5-e842a41f8f39,534900.0
b378c6e2-6a4b-487c-9b29-1accc05c05bf,881200.0
f7889c19-cb2d-4705-8155-15e6dbc77558,591400.0
fb1daa32-0cd3-4e9b-ad27-f3f96ec7ab62,644500.0
e430394d-370f-448c-b5a7-ada2b4ccd572,665900.0
4b9bc903-ba25-4703-b65f-08a2bfa0e42e,974900.0
ee8bc2ad-5817-45e6-b903-5d030cc8788d,669400.0
e21ace4b-7778-44c7-96e9-481a775dc130,921100.0
9a6cf97f-e6d0-4718-88cd-af48cc49d80e,605800.0
0c1bcbde-e05b-4d63-9d26-743855541226,753600.0
9b96d5de-0f22-4954-b206-052a8e922d76,826400.0
7ccfb24a-3afc-49ff-ad1f-cdb471b43d05,927100.0
53237435-3b4f-4263-b407-21843dc21861,570600.0
2c47e2d1-7907-47de-8e63-e5676dbe0f0c,719400.0
a7c20ed2-0648-4763-996f-dbad8025f05c,730600.0
5d107156-5df9-4f08-b79c-31458aad7867,811600.0
0b0ef254-cf4d-46da-af26-ffacefdb9144,418500.0
0a438885-fdba-4ced-8e13-de63d447a2f0,1138600.0
58cafdf8-853f-4735-9874-45e4e08f58b4,587900.0
3689f137-39c5-47a8-bea6-677496c1a575,373900.0
44fdf867-4fdb-412e-94b0-36d0fffbd00f,950000.0
599174cc-1e32-4510-a9b0-662ea1b06b73,560200.0
7e3f909f-0671-47e1-bebc-8224b1cf69a0,527100.0
44330b9c-20c0-4f5c-90de-16a383b030ff,501800.0
58c0d6da-ff17-47c5-a370-0ee158ee5239,483500.0
a686e853-d4f2-4e03-bf8f-bec36a847a14,748300.0
e9b01321-b44f-4b4c-82d9-2d3cef81d2d8,1234100.0
d81b7c6f-2289-49d2-aa30-fc90d6053288,1845200.0
dd2d8201-d335-4203-a43e-0b195e21ef74,924300.0
9bef4baa-2878-4737-ad37-b02244782156,514800.0
4776dbbc-0c9c-4f56-a64c-dfa91828f320,652000.0
b8abb695-c7dd-4918-89ca-f5aa06981715,741300.0
561a7476-b142-481d-bc29-d74770aba515,687400.0
c96719e6-ef9b-4f9c-9214-3593e80bd97e,529900.0
8c5d6b53-af0d-4d83-91be-3cfc4189a3e0,991800.0
1f4f7ef8-5c8e-4793-afed-cf409eb449a4,373800.0
f875ec2d-0364-41f9-81e6-cb8f5a4e8e6f,758600.0
a1e0e578-d421-490f-bc73-e35ceb0b197b,825200.0
4cb496f8-e6a8-4c61-bfa7-a088726a5be2,652200.0
03130df4-e0be-43eb-95d7-3886ad162ca2,826500.0
8d2fab80-71ca-4fdf-a1b9-c1b13f9e6f96,600400.0
c22b8c92-e65c-4f8a-8632-e33fcdd954d8,610700.0
7fe1c223-2267-4de5-86a9-3501a3c7c180,486500.0
8ac43937-1c81-4a3b-b15e-763b43359671,808700.0
d648f33d-e404-4a46-86fe-073ee8aedc1f,439100.0
a21add35-3375-4b94-93c3-85321dc5e34e,674800.0
4a2da9f4-ecd9-4992-94af-29ac62ff8ddd,510400.0
b3acbb42-67fb-47d7-91e6-abf89599efe1,580200.0
90cd624a-857f-4654-a297-21862710ac57,1394300.0
93bc97f3-68cd-46ad-9b5d-1c5fcf0d441c,1105700.0
951ec276-a513-40a1-91c4-c50077a3cc95,483700.0
047d66d3-ce7f-4222-ac7a-ec18aaf5a872,426000.0
ae57fc2b-d55c-4e6d-b5a2-ba56739c82a6,451000.0
a8927e2c-4460-461f-abc5-76fa8fb42aed,907400.0
ec474615-d35c-43f1-8264-6c0ceb52a7d2,638600.0
e3fa1c3c-90d8-4633-8e10-a0fd82691661,1052500.0
9cbccadb-82ce-41e1-90a2-594ad984425b,774200.0
4d526c34-f709-4847-bbd1-fce7cb68fa39,408300.0
74486039-19b0-4da5-9e22-0726af58ebe8,395100.0
ed7ffa08-5eaf-418a-8c82-4bdf33df4225,557600.0
05017fff-a3ef-4286-8725-288d86dc8e30,973600.0
b18b4fa9-bb46-4795-8b8c-89e2dbdbe59b,961000.0
10471a6e-ff26-49e0-8b0e-1089ecc1d34f,1518000.0
f9ca42e7-c699-4ec1-929d-bd469715d849,938000.0
6af00129-ba78-455f-9cd5-c2e747d04fcb,865400.0
