request_id,price
0bf8bd4f-f3a4-40bc-8fbe-aaa304da267d,645300.0
9c0e8e2e-554f-46da-ab8d-b3b8eba6b352,511100.0
3c674198-b5d9-443f-aef6-17f6d39b9524,1015000.0
1ee23301-a18a-4335-9ca5-7db9b949d6be,765400.0
35877a67-19e8-4bbe-a7fd-5d102b7c3de6,474700.0
339f7b9a-b3cc-4c8a-9730-c21c9598e40d,699900.0
786ed3f0-68ba-4673-bdfc-d805b10d7070,1328000.0
4b22b48e-a7ae-442c-ad9b-961411cfa699,870400.0
af3548a0-6b56-4766-8c96-cf38ffa7ac32,449300.0
4f65f577-1100-4635-a306-7cc5deac24f5,752100.0
e7735f47-fad4-4ac8-862a-a1a4505acc76,662400.0
3299a337-7111-4eed-99a7-02d45cf88138,922300.0
5478584d-c2a0-48cb-831a-965c4a918a3f,952100.0
d5880cca-a07f-4522-838e-e3dd1c1c5631,484700.0
574e1824-7a37-493e-adb2-4646ade4aa02,436400.0
c6e1f1d0-e66b-4232-b760-d90ea2cb4694,832800.0
2d4997c9-095a-47b9-8e14-11e5425e26f3,427500.0
b2c1f9a1-4d45-4629-a0c9-f972226356d9,545300.0
372f5c53-2edf-49af-ae0e-e26941c43c7f,625400.0
2c350d18-8394-4cae-9596-08e3e4c97907,496000.0
a35ef101-3abc-4085-b2b5-183c4725836f,509800.0
9e362709-9158-416b-86d4-93f4339e09d1,448900.0
ca36559e-c5bd-49c1-9f44-5954b843eca1,632100.0
487c8610-bb40-40f2-bdee-b3c6607bb71d,627200.0
9e7424b0-5b32-43da-bc22-48b7a832ec28,695300.0
e098f145-847c-422b-8f45-0f5a7dd1aacd,491000.0
37f7be89-554f-4898-bf26-f5858faa6efe,2592000.0
196801e0-ef7c-41db-8176-be82543b2407,431300.0
d5cbe2c4-3a0f-4d93-8570-c850d7cf2c18,656600.0
2531bf1b-30f3-4773-a357-b043f00ce2a7,590000.0
4d9526df-6b52-433f-8c66-a88e891da921,691800.0
ec6f3089-3ded-4108-830d-f57647519b69,1464000.0
2f697542-7b5c-4169-9d86-b6fbafb09307,436100.0
9b0319ad-fab5-4009-9e29-07cadc1b9468,703200.0
c4fa8fd6-5d66-45fc-b176-f343406b85f6,987300.0
0458fd12-b971-43b2-a4fc-a3beb183233a,782800.0
975263ea-18b6-4a0f-be62-a3b662e9c5e0,417100.0
3ea97060-1c83-45c1-925d-a079c20b1242,558200.0
bf7e5767-e2a4-442b-99ae-e2f54ea6975d,620600.0
ddef29fc-8411-423d-814b-5db18db11803,722500.0
143b9bb5-28c9-41c4-8456-27491ffa8d8b,693800.0
d6ece0dc-f594-44b3-a67f-a44f51d6b7e6,844000.0
f4e901f1-26ac-44b2-b985-5e45ed581bd8,511300.0
47f5635a-6dfe-4e7b-aa99-6ec6eb03d89e,345900.0
319b61eb-bac4-40af-880b-68eb6a9cfebe,706700.0
83def59b-c058-47ea-bf90-d1dbedf83bbf,1804400.0
977718e2-3bac-4cb9-aa40-8c276133072e,891900.0
eca79db6-80db-4f95-b4df-a25001a2c4b6,756400.0
a45e9e50-0715-4bd0-9e3f-8c10b6d77387,475300.0
aecc36ad-7d9d-4c51-9991-d81bed756b86,922700.0
81a55d57-a847-4fc1-b56a-b5aea87d7e0e,540200.0
9d0ebde0-7f33-4a93-88e6-bcd26ab05395,443900.0
b45af9bb-79e9-4e08-98bf-f8d482633187,674100.0
2f889c08-5966-45b3-914b-b4cf03782952,505800.0
f2e4ba89-d835-442c-8a5b-58a2cb2ee26e,1401900.0
e58345ad-165f-43ce-b3ef-79d6b4a9f3db,826600.0
9c5fb25e-955b-47f1-a782-f6cf2be07b2a,817900.0
2c0faa70-e850-4bb5-a948-95f6c05349cc,455300.0
25a3b616-8c0d-4a36-98f2-7ae523cfad78,532500.0
60184226-5023-48df-aa63-a8bd23180b2a,677400.0
c350f1cb-db3b-487f-ad87-0bfaabd7438d,479400.0
949606d9-5718-4977-a2b2-2d4c908e2d2d,402900.0
0244e4a3-8add-4246-9d09-3fb1ea0f7e21,473800.0
fc033cf5-70d3-4bc7-8c97-43c380c4e0d9,478600.0
9f787742-7fd9-4024-962b-3a15e798b253,545500.0
6cd6f3d6-1b63-4014-9747-ef5c33d5c62b,546400.0
b0183a2d-5c7b-4d65-bf67-4104b22a3424,1082900.0
18a76164-4ac0-45b9-9ce2-96b894346bca,488400.0
