request_id,yr_built,bedrooms,postcode,area,bathrooms,condition,grade,sqft_living,sqft_lot,sqft_basement,sqft_living15,sqft_lot15,waterfront,view,distance,year,prediction
74654b94-7164-427f-b219-eb38f450969a,1924.0,3.0,563377.9507828665,557266.3455574986,2.0,4,7.0,1675.0,4980.0,30.0,1862.0,5016.0,0.0,0.0,13.61,2017,556427.1949766852
c5d37434-d6bc-4864-941c-a0964a65debf,2005.0,4.0,554723.8083336328,566238.286454928,3.0,3,9.0,3080.0,20450.0,10.0,2805.0,16342.977353289516,0.0,0.0,12.04,2017,722909.9733754214
64888c4e-8b29-47f4-9870-45cfa9ce1674,1921.0,4.0,537641.85801898,543698.382186617,2.0,5,8.0,2295.0,6643.0,410.0,1870.0,6135.0,0.0,0.0,9.02,2017,717224.7236743175
4abb2a23-6517-426c-a4cf-c684f28ed082,1996.0,4.0,1005352.5044958281,987333.7377666592,3.25,3,11.0,4280.0,24206.0,140.0,3680.0,21524.0,0.0,0.0,2.95,2017,1452141.6287984275
9cc1a4dc-cbce-4dd6-99b1-a29dd33a4aab,2002.0,4.0,574729.3925746218,592196.1385002468,3.0,3,9.0,2675.0,4459.0,30.0,2087.0,4536.0,0.0,0.0,12.24,2017,727700.95837779
8bd0928d-41f2-4eaf-b2cf-d35da0b76896,1977.0,4.0,468060.0543995248,461978.00587651605,2.0,3,8.0,2555.0,9337.0,980.0,2275.0,9520.0,0.0,0.0,13.72,2017,535883.8580694748
27256ad5-82e0-47b3-9183-73e5f1ea0d02,1977.0,4.0,468060.0543995248,467450.33081558475,2.5,4,8.0,2520.0,9218.0,980.0,2285.0,9485.0,0.0,0.0,12.42,2017,560604.4419390102
326f9274-da34-4b80-bcd7-6a2013d2cdb8,1978.0,3.0,468060.0543995248,467332.6814265427,2.0,3,8.0,2215.0,15012.0,140.0,2491.0,13997.0,0.0,0.0,11.91,2017,518060.07316414634
d1457724-6797-41b2-953b-72f9640736a8,1989.0,3.0,468060.0543995248,473825.0610186486,2.0,2,8.0,2190.0,9952.0,10.0,2248.0,9858.0,0.0,0.0,8.82,2017,484911.63004365447
ebf8dd88-599e-4fdf-b642-7bc936a80a35,1929.0,3.0,574729.3925746218,572950.1179220972,1.5,3,7.0,1595.0,3704.0,80.0,1722.0,3956.0,0.0,0.0,13.29,2017,509336.0160497915
1f674972-1546-47ea-8a0f-8d5e3fc22599,1942.0,2.0,700335.9187076171,702485.8637861621,1.25,4,6.0,1030.0,31511.0,10.0,1940.0,31923.0,0.0,0.0,8.51,2017,268653.30200644146
9b1a0565-3b78-4272-8be5-860a047c9291,1991.0,3.0,574729.3925746218,572950.1179220972,2.5,3,8.0,1740.0,3603.0,30.0,1722.0,3822.0,0.0,0.0,12.54,2017,513980.1689578553
691e5b62-d392-4b26-b9ef-22da2f85e1ec,1900.0,4.0,574729.3925746218,572950.1179220972,2.0,4,8.0,1990.0,4511.0,240.0,1858.0,4455.0,0.0,0.0,13.2,2017,577099.7313145129
