request_id,yr_built,bedrooms,postcode,area,bathrooms,condition,grade,sqft_living,sqft_lot,sqft_basement,sqft_living15,sqft_lot15,waterfront,view,distance,year,prediction
37673247-f737-4287-a7d3-846728ed0790,1926.0,4.0,515187.232483403,520213.37866348756,1.75,4,7.0,1935.0,5518.0,280.0,1659.0,5534.0,0.0,0.0,14.35,2018,519616.6612936938
a686a69a-6e49-4cea-a578-538aabe35bbc,1978.0,3.0,468060.0543995248,467450.33081558475,2.25,3,8.0,2235.0,13196.0,160.0,2441.0,12191.0,0.0,0.0,12.25,2018,521874.6748135432
d89f01de-ed5c-4978-a75e-4d7cd49524a6,1925.0,4.0,574729.3925746218,562650.2542819928,2.0,4,8.0,2180.0,5985.0,240.0,1919.0,4374.0,0.0,0.0,14.57,2018,675038.5696858007
354df3e4-656e-4a43-96b6-d2239e183ee9,1984.0,3.0,707747.0018370263,726350.8929052162,2.5,1,10.0,3305.0,19162.0,80.0,3191.0,18449.0,0.0,0.0,2.76,2018,881173.7442018562
8b919264-c30c-4af7-8b00-d22b235a84bd,1998.0,5.0,707747.0018370263,710542.1312788075,4.0,3,11.0,4600.0,19296.0,300.0,3864.0,16187.0,0.0,0.0,4.02,2018,1196093.8957738993
93926d38-1362-4351-a7a7-75e368121bfe,1959.0,3.0,707747.0018370263,733154.0598420347,1.0,4,7.0,1260.0,10133.0,0.0,1419.0,10009.0,0.0,0.0,3.94,2018,307059.1310997453
bf456f3e-6384-411c-9edf-912af6a0fe67,2001.0,3.0,537641.85801898,526566.1423745239,2.0,3,8.0,2400.0,4678.0,0.0,2447.0,4596.0,0.0,0.0,9.01,2018,525119.8738611686
0a40004c-92b0-4d52-bbc9-8189b2e5306a,1984.0,4.0,573737.7786048551,560493.2008744429,3.0,3,10.0,3495.0,16060.0,280.0,3269.0,15109.0,0.0,0.0,6.53,2018,961317.3669802685
0991aad5-8854-4fac-9f43-8d67e6ccfcc0,1991.0,4.0,468060.0543995248,472614.5004989939,2.5,3,9.0,2710.0,10887.0,0.0,2762.0,10247.068281244337,0.0,0.0,11.61,2018,580213.5071312345
3bab73f8-e8cc-450d-bae3-a06e4f85c3ef,1987.0,4.0,694411.4661634568,657450.8307090742,3.0,3,11.0,3860.0,19329.0,100.0,3915.0,17625.0,0.0,0.0,10.78,2018,903248.9267759575
e1e1ef86-ea71-4117-990e-b7812f05816b,2000.0,4.0,468060.0543995248,467332.6814265427,3.0,3,10.0,3635.0,10828.0,10.0,3303.1446134230728,10263.0,0.0,0.0,11.59,2018,787645.8648255237
d225393b-9ad1-4ae0-8483-1180d8f6737f,1987.0,4.0,554723.8083336328,557405.5083370412,2.5,3,10.0,3525.0,24354.0,0.0,3380.0,20220.0,0.0,0.0,11.33,2018,805554.6729229775
ed1ced03-6a9a-4588-99af-f1ed7d147cab,1991.0,2.0,707747.0018370263,710542.1312788075,2.0,3,10.0,3330.0,60910.0,10.0,3234.0,40398.0,0.0,0.0,4.29,2018,799308.2307558412
d823787a-fbd4-44c8-8e1d-48314caa7eb4,2001.0,4.0,474632.3790458373,462591.44565758924,2.5,3,9.0,3060.0,7091.0,10.0,3019.0,6874.0,0.0,0.0,17.87,2018,598615.32913491
8bba7a60-b8c3-4072-b0eb-c01d803555ff,1968.0,3.0,597736.9217030165,573567.1620235543,2.0,4,8.0,1770.0,9166.0,140.0,1987.0,9105.0,0.0,0.0,11.45,2018,523581.59658592654
dff7a5a7-55ca-4631-b6c4-31f4ec282792,1984.0,3.0,707747.0018370263,702812.9599768135,2.0,3,10.0,3365.0,19459.0,20.0,3268.0,16124.0,0.0,0.0,6.07,2018,898863.9662854682
