request_id,yr_built,bedrooms,postcode,area,bathrooms,condition,grade,sqft_living,sqft_lot,sqft_basement,sqft_living15,sqft_lot15,waterfront,view,distance,year,prediction
a0371ef7-037a-489c-b04f-046632bce964,1926.0,4.0,515187.232483403,512186.3536409238,2.0,4,7.0,1930.0,5591.0,270.0,1655.0,5772.0,0.0,0.0,13.04,2017,531617.6001016095
e3d8c44b-3e7d-40c5-8891-07f4f756c8f9,2007.0,2.0,1005352.5044958281,914191.9124852248,3.0,3,10.0,3505.0,10002.0,170.0,2653.0,9922.0,0.0,0.0,8.94,2017,1220531.1471619103
fab09950-5996-4297-b541-f69d87d57e29,1996.0,4.0,707747.0018370263,664500.7599278068,3.0,3,10.0,4000.0,19133.0,140.0,3640.0,18861.0,0.0,0.0,4.96,2017,958808.3076608363
b1b5c633-dc1a-405c-9f4b-5341dcf2923a,1998.0,5.0,719444.7350357216,726936.1524302502,4.0,3,11.0,4515.0,18854.0,320.0,3931.0,15566.0,0.0,0.0,7.17,2017,1169563.0008310084
07d1015b-1a27-47ba-a12d-d8b4882a9002,1996.0,4.0,694411.4661634568,696221.4891179767,3.0,3,11.0,4110.0,18879.0,80.0,3948.0,18818.0,0.0,0.0,9.23,2017,938576.4627560029
572e93ff-0a1e-4313-98b6-98015167b2bb,1919.0,4.0,763993.342734479,717110.8109214221,2.0,4,8.0,2545.0,4730.0,560.0,2242.0,4507.0,0.0,0.0,5.62,2017,885880.8667472235
de47ab43-059c-4be4-a05e-65f04f28a8ee,1926.0,4.0,949039.0994157421,955750.5984915614,2.0,4,9.0,2855.0,5448.0,660.0,2478.0,5056.0,0.0,0.0,0.1,2017,1202138.6933802636
56cf12ae-d121-4412-8f70-78877a299b88,1999.0,4.0,554723.8083336328,549882.8561051979,3.0,3,10.0,3685.0,11917.0,90.0,3620.0,11672.051115354232,0.0,0.0,9.52,2017,846499.154539573
170786bb-5a85-4256-8cc8-dbf78a7e5922,2007.0,4.0,554723.8083336328,566238.286454928,3.0,3,9.0,3325.0,8869.0,0.0,3112.0,10172.0,0.0,0.0,10.96,2017,803538.1619890232
e496cb60-7dcd-4072-a0ce-933a8cb13fbe,2007.0,3.0,554723.8083336328,557405.5083370412,3.0,3,9.0,3060.0,5438.0,30.0,3074.0,5433.0,0.0,0.0,10.19,2017,699041.383366075
a52a0945-d9dd-4608-8a23-ce7b1f471833,1976.0,4.0,515187.232483403,512186.3536409238,2.0,4,8.0,2390.0,11690.0,750.0,2262.0,10396.973776641624,0.0,0.0,13.41,2017,649308.2755861286
770c4c92-fbdf-4bed-8e66-8ad914db8131,2000.0,3.0,719444.7350357216,726936.1524302502,2.0,3,10.0,3405.0,18008.0,0.0,3317.0,18170.0,0.0,0.0,7.85,2017,822769.9592831592
f339ff93-5498-4af1-8173-5172b36a0b21,1978.0,5.0,1283884.8486148424,1209937.457302772,4.0,4,11.0,5545.0,92566.0,890.0,4391.0,31798.0,0.0,0.0,3.81,2017,2926784.7082583546
24103fb5-4299-4343-a745-a1b4495b1294,1977.0,3.0,512657.41822642577,512657.41822642577,2.0,3,8.0,1845.0,11152.0,320.0,2145.0,10521.461175382736,0.0,0.0,13.17,2017,508908.9557653046
b8577053-c4e9-447b-ba34-c41309d1db45,1973.0,3.0,597736.9217030165,557736.8161696588,2.0,4,8.0,2125.0,14075.0,580.0,2372.0,13028.0,0.0,0.0,11.27,2017,547116.8570194674
a7c28fd7-4d22-4b22-8158-c211d02af1b7,1978.0,3.0,554723.8083336328,557405.5083370412,2.0,3,8.0,2320.0,9667.0,20.0,2558.0,9550.0,0.0,0.0,11.25,2017,578131.3347128946
afdb77af-52cb-4c66-9bd0-fff6284d2b72,1991.0,4.0,483241.3277326569,492589.51065803645,2.0,3,9.0,2665.0,9051.0,0.0,2655.0,9030.550921714885,0.0,0.0,19.38,2017,576492.7693526638
5cfcf032-9c77-44a8-bb0d-8ec36b6ba2dc,1957.0,3.0,597736.9217030165,559758.748750021,2.0,4,8.0,1835.0,10829.0,190.0,2006.0,9727.0,0.0,0.0,9.43,2017,595978.6647985353
3484d86c-7641-4073-a7b7-a93d6c1ea815,2007.0,5.0,468060.0543995248,460458.2758865052,3.0,3,9.0,3540.0,11079.0,180.0,3271.0,9493.0,0.0,0.0,10.31,2017,714226.510588161
7af2b8a3-d585-41a6-98f1-c6c1a09b5d01,1995.0,4.0,719444.7350357216,726936.1524302502,2.5,3,10.0,3315.0,35416.0,0.0,3282.0,34333.0,0.0,0.0,7.17,2017,747430.215764507
86b748cb-0863-4000-bbf9-03cb026a41f5,1990.0,3.0,468060.0543995248,467332.6814265427,2.5,3,9.0,2490.0,10578.0,0.0,2585.0,9698.0,0.0,0.0,11.93,2017,494027.5398392492
1760097f-2aa7-457b-abb5-ffa481213a0c,1991.0,2.0,573737.7786048551,560493.2008744429,2.0,3,8.0,1925.0,7315.0,160.0,2004.0,7110.0,0.0,0.0,5.75,2017,498528.0359692765
841a3d01-2474-4991-a8e4-ca3b7b1861dd,1979.0,4.0,468060.0543995248,467332.6814265427,2.5,4,8.0,2555.0,9439.0,1000.0,2145.0,8920.0,0.0,0.0,11.3,2017,585644.3540834707
711d884f-70c1-46c6-a3d9-a4e875ce301e,1973.0,4.0,597736.9217030165,675932.4355670998,2.0,4,8.0,2300.0,9536.0,0.0,2218.0,9132.0,0.0,0.0,20.58,2017,590443.1713029644
df8fce3e-aa23-4315-b984-2fdefddbdbaf,1980.0,4.0,574729.3925746218,572950.1179220972,2.0,3,7.0,2150.0,4478.0,190.0,1831.0,4487.0,0.0,0.0,12.23,2017,582944.2919520587
9cda52d5-3ea9-43a0-a122-8d4249d3ade2,1994.0,3.0,707747.0018370263,710542.1312788075,2.0,3,10.0,3260.0,17242.0,10.0,3196.0,17754.0,0.0,0.0,4.07,2017,772715.4070236894
c410aa15-b152-4c9a-a776-a0693994c7b4,1978.0,3.0,468060.0543995248,473598.9580796085,2.0,3,8.0,2180.0,10974.0,30.0,2330.0,11119.0,0.0,0.0,11.28,2017,509672.4923568703
1b9554a4-58ae-4fc7-9565-91f8196c2f67,2006.0,4.0,474632.3790458373,466107.1036441099,2.5,3,9.0,3090.0,6689.0,20.0,3069.0,6823.0,0.0,0.0,15.17,2017,565849.2649355591
3f4d3368-d891-4842-aea4-5923e98bb5e3,1946.0,3.0,512657.41822642577,512657.41822642577,2.0,3,7.0,1605.0,6170.0,370.0,1714.53102722882,5372.0,0.0,0.0,13.53,2017,514369.7841717001
68a5e7e1-6667-4dca-bb27-61a9e3e1bd04,2012.0,4.0,474632.3790458373,481874.4106608018,3.0,3,8.0,2955.0,7637.0,0.0,2781.0,7920.0,0.0,0.0,19.53,2017,515849.73599992367
70153722-ff90-425c-83a3-435ef6a3d482,1957.0,3.0,597736.9217030165,575942.196247956,2.0,4,7.0,1565.0,9361.0,100.0,1692.0,8962.0,0.0,0.0,11.96,2017,484689.3191202572
c0735fe8-afc2-4cd4-b10c-0506bf4f7ffb,1990.0,3.0,474632.3790458373,481874.4106608018,2.5,2,9.0,2545.0,10617.0,0.0,2588.0,9643.0,0.0,0.0,18.57,2017,452701.63211752207
79e8c308-9cc3-43d3-a011-0452aa490956,1977.0,3.0,474632.3790458373,466107.1036441099,2.0,3,8.0,1825.0,16107.0,390.0,2171.0,15271.0,0.0,0.0,15.08,2017,401523.4661133949
b26e4133-7aae-489d-97ac-52ba6f0de5d7,2014.0,4.0,763993.342734479,788225.0943842668,3.0,3,9.0,2820.0,4152.0,670.0,2047.0,4119.607549547653,0.0,0.0,7.05,2017,1011606.8860413634
2e93c694-e2ba-4370-ba54-bd612cc9690d,1998.0,4.0,694411.4661634568,683040.6297211903,4.0,3,12.0,4630.0,17401.0,240.0,4293.0,15475.0,0.0,2.0,9.17,2017,1307837.2187259747
