request_id,yr_built,bedrooms,postcode,area,bathrooms,condition,grade,sqft_living,sqft_lot,sqft_basement,sqft_living15,sqft_lot15,waterfront,view,distance,year,prediction
84897c04-6c52-49d3-9404-891591fdc8b6,1989.0,3.0,554723.8083336328,549882.8561051979,2.5,3,8.0,1930.0,6710.0,30.0,2070.0,6597.0,0.0,0.0,9.66,2018,467391.955884735
e7a27de7-3264-4c49-9a4a-c6ab6a6785c7,1925.0,4.0,763993.342734479,788225.0943842668,3.0,4,9.0,3065.0,5012.0,830.0,2302.0,5318.0,0.0,0.0,6.68,2018,1173919.0656581318
6c04718d-9ace-41f5-a4c6-d5fce487be94,1989.0,4.0,574729.3925746218,572950.1179220972,3.0,3,8.0,2320.0,5920.0,530.0,2148.0,5357.0,0.0,0.0,12.53,2018,643680.6558589063
ee09a6dd-9c16-465b-8fbf-24b2d61809b9,1900.0,4.0,574729.3925746218,572950.1179220972,2.0,4,8.0,2020.0,4582.0,250.0,1842.0,4448.0,0.0,0.0,12.73,2018,561198.4045763222
df39e306-c08d-49b8-a320-9eba097d2014,1977.0,4.0,468060.0543995248,472797.13304832514,2.0,4,8.0,2455.0,24828.0,570.0,2371.0,21004.697945217544,0.0,0.0,11.04,2018,599508.0509504573
6a704a9d-cad6-4b27-a090-2b5a324c9667,1992.0,3.0,694411.4661634568,695710.415338463,2.5,3,10.0,2920.0,14026.0,0.0,2927.0,14368.0,0.0,0.0,10.65,2018,612334.5917594781
d153ca75-6b3f-495c-b8ef-4938e70be8d8,1966.0,4.0,597736.9217030165,559758.748750021,2.5,4,8.0,2860.0,13186.0,100.0,2486.0,12140.0,0.0,0.0,10.26,2018,720457.8206288225
8824437b-433f-43a3-90e1-3e9572889b3f,1988.0,4.0,1005352.5044958281,1035544.3414979624,3.0,4,11.0,4280.0,19579.0,210.0,3677.0,17106.0,0.0,0.0,4.23,2018,1600358.1150397528
9e989d58-98fa-4122-9aa6-93dc966ae7a3,1998.0,4.0,707747.0018370263,695954.0984556519,2.75,3,10.0,3735.0,13121.0,50.0,3445.0,10148.0,0.0,0.0,3.03,2018,833310.304538376
eb8bed9f-be7e-4232-90cf-6fdaf1e3894a,1955.0,1.0,1283884.8486148424,1209937.457302772,1.0,4,7.0,1345.0,36783.0,50.0,1868.0,21163.0,0.0,0.0,3.36,2018,475120.70574421075
