request_id,yr_built,bedrooms,postcode,area,bathrooms,condition,grade,sqft_living,sqft_lot,sqft_basement,sqft_living15,sqft_lot15,waterfront,view,distance,year,prediction
56fab5a2-67e2-4fec-a58d-c02afcfb89de,1967.0,3.0,483241.3277326569,492589.51065803645,2.0,4,7.0,1470.0,8778.0,30.0,1675.0,8113.0,0.0,0.0,20.41,2016,367825.55455491086
8e14c988-bf65-422b-907e-49d203b895a2,1934.0,4.0,1005352.5044958281,964499.9387573032,3.0,5,10.0,4340.0,21902.0,1080.0,3725.0,19312.067415196965,0.0,2.0,9.7,2016,2247568.965878229
2c4f95ce-2ec7-4859-9509-c98d95017efe,1990.0,4.0,707747.0018370263,726350.8929052162,3.0,3,11.0,4240.0,43111.0,90.0,4327.0,34394.0,0.0,0.0,3.71,2016,1095575.3203823522
8bdf8b9c-d113-4403-90ee-827607676e77,1926.0,4.0,554723.8083336328,557405.5083370412,2.5,4,9.0,3190.0,11601.0,960.0,3024.0,9041.0,0.0,2.0,10.38,2016,908167.6301837759
3e6ab5ef-8ce7-485c-9a09-dbc26f816e8a,2000.0,4.0,483241.3277326569,473539.8325623487,3.0,3,10.0,3625.0,10795.0,10.0,3300.9474980656464,10262.0,0.0,0.0,21.56,2016,821511.7690057338
2f53276e-6d1e-4974-90c1-2c76fc16f693,1927.0,4.0,574729.3925746218,572950.1179220972,2.0,4,8.0,2355.0,5685.0,510.0,2057.0,5686.0,0.0,0.0,12.26,2016,701580.0529506922
5a0e1378-4ce5-49f8-bcdd-41f0a4ce866f,1954.0,4.0,512657.41822642577,512657.41822642577,2.0,4,8.0,2230.0,8351.0,890.0,2026.0,7857.0,0.0,0.0,13.6,2016,635755.7342548324
476aa1c4-c87d-4079-bc24-b810c4166805,1961.0,4.0,597736.9217030165,581823.534341033,2.25,4,8.0,2310.0,10191.0,740.0,2044.0,8741.889949524797,0.0,0.0,12.11,2016,615750.6523805681
0bc2df1e-a417-4670-a71a-5acbbd890ed0,1991.0,4.0,483241.3277326569,483096.5702226546,2.0,3,9.0,2420.0,13688.0,50.0,2292.0,10028.0,0.0,0.0,19.49,2016,578428.390542627
5c096627-9ca3-4cf9-a079-fb4d0b0fd0a8,1999.0,4.0,512657.41822642577,512657.41822642577,3.0,3,9.0,3120.0,9946.0,0.0,2972.0,7911.0,0.0,0.0,14.21,2016,698550.1747800431
b0a82f80-ff8e-4116-bd4d-194079a25231,1951.0,3.0,554723.8083336328,566238.286454928,1.75,4,7.0,1725.0,5862.0,710.0,1674.0,5206.0,0.0,0.0,12.11,2016,489689.56743279524
6fbb9f8c-28d7-4fc6-9d03-634309f16afc,1964.0,2.0,719444.7350357216,726936.1524302502,2.0,4,7.0,1415.0,11040.0,70.0,1734.0,10924.0,0.0,0.0,7.72,2016,469275.561379039
a333df16-8e9b-4651-87ad-cbc77738cfce,1967.0,4.0,468060.0543995248,473598.9580796085,2.0,3,8.0,2320.0,11243.0,640.0,2031.0,8943.922744909793,0.0,0.0,11.27,2016,502768.82742152567
a8c56213-69b9-4f5d-a875-81298ba9c836,1967.0,3.0,597736.9217030165,576767.4204290394,2.0,4,8.0,1745.0,8298.0,80.0,1949.0,8180.0,0.0,0.0,8.92,2016,501670.35717394017
92df0af7-819e-4e77-b3f6-97d36eb8c108,1925.0,4.0,512657.41822642577,512657.41822642577,1.75,4,7.0,1840.0,5350.0,300.0,1641.0,5397.0,0.0,0.0,13.54,2016,448288.54680005455
e56be912-5966-4089-8efb-c7bc2c6a3875,1977.0,3.0,483241.3277326569,483096.5702226546,1.75,3,7.0,1730.0,8652.0,490.0,1791.0,7768.60947818541,0.0,0.0,20.25,2016,421314.04447642004
783cf664-edfc-4326-b8d9-e9810773b95b,1976.0,3.0,468060.0543995248,461978.00587651605,2.0,3,7.0,1730.0,8033.0,520.0,1712.0,7665.0,0.0,0.0,12.8,2016,416637.5337841701
b6679566-d10b-40bf-b509-0d6c48251538,1972.0,3.0,573737.7786048551,603632.3806403624,2.0,4,8.0,1780.0,8484.0,130.0,2017.0,8285.0,0.0,0.0,7.47,2016,503325.3832897514
c4aa93a4-6003-4724-be31-994816f8a9a5,1977.0,4.0,597736.9217030165,626998.3137285123,3.0,4,9.0,2820.0,13420.0,1040.0,2850.0,13352.0,0.0,2.0,20.75,2016,799807.7945767767
5e3854ca-2112-4f77-a5c0-5c417e9ba15c,1911.0,5.0,574729.3925746218,572950.1179220972,2.0,4,7.0,2175.0,4278.0,500.0,1896.0,4194.0,0.0,0.0,13.38,2016,680697.3595465163
1ea0cb94-df91-44e9-beac-d6b916ff4ac0,1990.0,4.0,554723.8083336328,549882.8561051979,2.5,3,9.0,2590.0,9366.0,0.0,2623.0,9026.0,0.0,0.0,8.5,2016,592103.5580954668
8d9da410-0a22-4e20-bb0d-5945724cd9d2,1926.0,4.0,574729.3925746218,568939.7832049628,2.0,5,7.0,1980.0,3512.0,590.0,1552.0,3780.0,0.0,0.0,10.16,2016,511943.7098801599
ec06c05e-01b5-4af4-8716-138b4945c125,1976.0,3.0,483241.3277326569,492589.51065803645,2.0,3,7.0,1620.0,8970.0,380.0,1665.0,8205.0,0.0,0.0,20.19,2016,374778.45360582223
775636a8-4867-43fc-8e17-bd6aec0f1d93,1974.0,4.0,597736.9217030165,557736.8161696588,2.0,4,9.0,2950.0,12851.0,1160.0,2773.0,13015.0,0.0,0.0,11.74,2016,834011.9391777614
b5b3b9dd-47b9-42cf-8d39-c66e710c0796,1976.0,4.0,597736.9217030165,576767.4204290394,2.0,4,8.0,2455.0,13138.0,680.0,2479.0,11794.0,0.0,0.0,8.64,2016,763018.8572449362
07d4475e-a335-459b-9901-db26a559f7a1,1998.0,4.0,719444.7350357216,726936.1524302502,3.0,2,10.0,3550.0,13677.0,0.0,3499.0,13451.0,0.0,0.0,6.28,2016,757084.7456367911
a33d1088-6769-4d8a-8b96-e8bcce48558b,1998.0,4.0,707747.0018370263,710542.1312788075,2.75,3,10.0,3735.0,13700.0,50.0,3449.0,16081.259579864449,0.0,0.0,4.5,2016,883417.6710849464
26e4d8e7-7393-4105-8a4a-42def031e2ae,2001.0,3.0,474632.3790458373,479030.71391520824,2.5,3,8.0,2360.0,24324.0,0.0,2174.0,18024.0,0.0,0.0,16.52,2016,428122.48723262653
1b32d5bd-14d2-4c0d-984f-54cc5a8e318d,1925.0,4.0,537641.85801898,557953.8556806254,1.75,4,7.0,1885.0,4546.0,220.0,1800.0,4528.0,0.0,0.0,9.15,2016,616415.7236710942
4e02ef12-4e59-4b39-81fd-95d95c053ed9,1988.0,4.0,694411.4661634568,696221.4891179767,2.5,3,10.0,3150.0,14053.0,0.0,3129.0,13193.0,0.0,0.0,10.21,2016,708064.9240450736
6ec5b81c-204e-4e5c-8dbb-94479f553096,1906.0,3.0,763993.342734479,785429.9220813947,1.75,3,7.0,1785.0,4485.0,130.0,1864.0,4539.0,0.0,0.0,6.75,2016,671551.8156060493
a1d23867-6dc6-442b-a6bf-f33808d739ac,1997.0,3.0,694411.4661634568,657450.8307090742,3.0,3,10.0,3205.0,14767.0,10.0,3209.0,12673.0,0.0,0.0,10.82,2016,708127.6753813328
65badac7-189d-495e-ad9b-30cd3bd23c4b,1990.0,3.0,694411.4661634568,734526.4376058367,2.0,3,10.0,3095.0,16648.0,0.0,3194.0,16620.860307764196,0.0,0.0,10.42,2016,675191.3245328795
e352650f-fa7c-4c80-82fd-98bcf783fb86,1974.0,4.0,597736.9217030165,620134.8148787246,2.5,4,9.0,2480.0,13718.0,590.0,2779.0,12949.0,0.0,0.0,11.13,2016,712948.0455419777
470b3996-177c-47f9-adca-2c8dd009c04b,1909.0,4.0,763993.342734479,717110.8109214221,2.5,5,8.0,2635.0,4973.0,740.0,2028.0,4594.0,0.0,0.0,6.13,2016,951246.9497463045
482083c8-8bc8-413c-b19f-74563ba3efe2,1974.0,4.0,573737.7786048551,559168.8111994604,2.5,4,9.0,2950.0,13291.0,1160.0,2746.0,13160.0,0.0,0.0,8.1,2016,852205.0376150436
