datesold,price,building_year,bedrooms,postcode,area
01-December-2017,433500,2005,2,2913,Palmerston
01-December-2017,2499500,2014,5,2603,Red Hill
01-December-2017,1278200,1951,3,2612,Reid
01-December-2017,858700,1963,5,2617,Belconnen Dc
01-December-2017,836200,1910,4,2914,Harrison
01-December-2017,821100,1978,3,2614,Page
01-December-2017,807500,1973,4,2615,Fraser
01-December-2017,452100,1995,3,2615,Higgins
01-December-2017,751200,1999,4,2914,Harrison
01-December-2017,684500,1977,4,2615,Kippax
01-December-2017,637200,1960,5,2614,Macquarie
01-December-2017,588400,1979,3,2615,Florey
01-December-2017,579900,1973,3,2611,Rivett
01-December-2017,564000,1977,3,2902,Kambah
01-December-2017,771600,2014,5,2914,Amaroo
01-November-2017,826700,1996,5,2913,Ngunnawal
01-November-2017,825200,1998,4,2607,Pearce
01-November-2017,788000,1905,4,2617,Kaleen
01-November-2017,753600,1989,4,2914,Forde
01-November-2017,674700,1940,3,2617,Belconnen Dc
01-November-2017,604600,1988,4,2913,Nicholls
01-November-2017,620600,1973,4,2615,Spence
01-November-2017,470900,1926,3,2914,Amaroo
01-November-2017,475000,1985,3,2615,Melba
01-November-2017,426800,1980,3,2906,Gordon
01-November-2017,371700,1968,3,2906,Conder
01-November-2017,552700,1978,3,2615,Macgregor
02-December-2017,770800,1946,4,2904,Fadden
02-December-2017,656100,1974,3,2611,Uriarra
02-December-2017,664900,1978,4,2615,Charnwood
02-December-2017,670300,1925,3,2617,Belconnen Dc
02-December-2017,724200,1910,4,2617,Kaleen
02-December-2017,770800,2002,4,2912,Administrative
02-December-2017,2964000,2013,4,2603,Manuka
02-December-2017,844300,1986,4,2617,Kaleen
02-December-2017,826400,1973,4,2615,Latham
02-December-2017,451000,1929,2,2614,Page
02-December-2017,464300,1989,4,2620,Kowen Forest
02-December-2017,497400,1954,3,2904,Fadden
02-December-2017,549500,1977,3,2902,Kambah
02-December-2017,578400,1917,4,2902,Kambah
02-December-2017,569000,1975,3,2614,Hawker
02-December-2017,605900,2003,3,2913,Franklin
02-December-2017,633800,1954,4,2903,Erindale Centre
02-December-2017,619200,1975,3,2611,Pierces Creek
02-December-2017,618300,1956,4,2614,Cook
02-December-2017,638300,1931,3,2617,Belconnen
02-December-2017,2119800,1964,3,2603,Forrest
02-December-2017,1410900,1998,4,2614,Scullin
02-December-2017,1101900,1983,5,2911,Mitchell
02-December-2017,1001800,1980,4,2617,Kaleen
02-December-2017,921100,2001,4,2905,Theodore
02-December-2017,855700,1998,4,2607,Torrens
02-December-2017,832700,1999,4,2607,Isaacs
02-December-2017,670200,2014,4,2615,Kippax
02-December-2017,775700,1988,4,2913,Franklin
02-December-2017,665900,1977,4,2615,Melba
02-November-2017,451400,1977,3,2615,Holt
02-November-2017,519200,1991,3,2615,Holt
02-November-2017,584900,1968,3,2615,Macgregor
02-November-2017,612000,1978,3,2913,Ginninderra Village
02-November-2017,628200,1906,3,2914,Forde
02-November-2017,654900,2006,5,2905,Richardson
02-November-2017,653600,1977,4,2615,Holt
02-November-2017,652800,1977,4,2906,Gordon
02-November-2017,715000,2004,4,2913,Franklin
02-November-2017,730600,1927,4,2914,Bonner
02-November-2017,835700,1986,4,2617,Kaleen
02-November-2017,919900,1926,4,2913,Palmerston
02-November-2017,1259300,1978,3,2602,Lyneham
02-November-2017,497900,1977,3,2615,Kippax Centre
02-November-2017,581900,1977,3,2615,Latham
02-October-2017,454600,1979,3,2902,Kambah
03-December-2017,405100,1969,3,2615,Spence
03-December-2017,545800,1990,3,2615,Florey
03-November-2017,483500,1926,3,2914,Forde
03-November-2017,488900,1954,2,2604,Kingston
03-November-2017,545400,1979,3,2615,Latham
03-November-2017,562800,1978,3,2614,Hawker
03-November-2017,605100,1926,3,2903,Erindale Centre
03-November-2017,595800,1988,4,2913,Ginninderra Village
03-November-2017,670300,1954,4,2914,Harrison
03-November-2017,711700,1991,3,2602,Hackett
03-November-2017,768800,1989,4,2904,Monash
03-November-2017,797800,1976,4,2611,Uriarra Forest
03-November-2017,808800,2007,4,2914,Forde
03-November-2017,944200,1989,3,2605,Hughes
03-November-2017,1472400,2001,5,2913,Ngunnawal
03-November-2017,1765400,1959,5,2611,Pierces Creek
03-November-2017,634300,1989,4,2615,Kippax
03-October-2017,600200,1967,4,2902,Kambah
03-October-2017,898300,2001,4,2905,Richardson
03-October-2017,856800,1999,4,2602,Ainslie
03-October-2017,784900,1956,5,2914,Forde
03-October-2017,655300,1922,4,2903,Oxley
03-October-2017,567200,1989,4,2905,Theodore
03-October-2017,474800,1990,3,2905,Chisholm
03-October-2017,418200,1977,3,2905,Bonython
04-December-2017,754000,1925,5,2904,Monash
04-December-2017,751500,2007,4,2615,Latham
04-December-2017,755300,1996,5,2905,Theodore
04-December-2017,721700,1926,4,2914,Forde
04-December-2017,698100,1989,4,2904,Gowrie
04-December-2017,973600,2000,4,2602,Dickson
04-December-2017,673100,1966,4,2611,Weston Creek
04-December-2017,597500,1959,4,2615,Flynn
04-December-2017,821900,1910,4,2914,Forde
04-December-2017,595100,1927,3,2914,Bonner
04-December-2017,411500,1977,3,2906,Banks
04-December-2017,750900,1995,4,2607,Torrens
04-November-2017,784900,1921,4,2617,Evatt
04-November-2017,785100,1992,3,2602,Hackett
04-November-2017,774200,1984,4,2606,Lyons
04-November-2017,811800,1977,4,2614,Hawker
04-November-2017,872600,1927,3,2605,Hughes
04-November-2017,848600,1998,4,2607,Pearce
04-November-2017,860900,1984,3,2602,Hackett
04-November-2017,768300,2003,4,2913,Ginninderra Village
04-November-2017,854500,1978,5,2906,Conder
04-November-2017,741000,2003,4,2913,Franklin
04-November-2017,480100,1988,3,2913,Nicholls
04-November-2017,720700,1927,4,2914,Amaroo
04-November-2017,647500,1977,4,2615,Charnwood
04-November-2017,656900,1962,4,2902,Kambah
04-November-2017,623700,1978,4,2615,Spence
04-November-2017,601200,1959,4,2615,Higgins
04-November-2017,551200,1991,3,2615,Holt
04-November-2017,496700,1975,3,2615,Kippax Centre
04-November-2017,925400,1939,3,2604,Causeway
04-November-2017,737200,1991,3,2602,Hackett
04-November-2017,950000,2003,5,2617,Belconnen Dc
04-November-2017,975000,2002,4,2905,Isabella Plains
04-November-2017,970600,1996,4,2607,Isaacs
04-November-2017,958400,1982,3,2602,Hackett
04-November-2017,2962200,2007,4,2603,Manuka
04-November-2017,1601400,2014,4,2603,Red Hill
04-November-2017,1494400,1996,4,2600,Capital Hill
04-November-2017,1198200,1990,4,2611,Uriarra
04-November-2017,1631400,1941,4,2612,Reid
04-November-2017,1144800,1925,4,2605,Garran
04-November-2017,1035500,1998,4,2607,Isaacs
04-November-2017,1020500,2004,4,2607,Torrens
04-November-2017,991800,1992,3,2602,Downer
04-October-2017,513100,1954,3,2903,Erindale Centre
04-October-2017,795000,1977,4,2913,Nicholls
04-October-2017,799300,1990,3,2602,Dickson
04-October-2017,808000,2014,4,2914,Harrison
04-October-2017,744200,1976,4,2614,Hawker
04-October-2017,399800,1965,2,2905,Calwell
04-October-2017,498000,1900,3,2914,Harrison
04-October-2017,512400,1977,3,2615,Fraser
04-October-2017,755800,2014,5,2906,Conder
04-October-2017,569050,1991,3,2914,Forde
04-October-2017,737000,1910,4,2912,Administrative
04-October-2017,615700,2014,4,2905,Gilmore
04-October-2017,687100,1927,4,2914,Harrison
04-October-2017,573000,2001,3,2617,Evatt
05-December-2017,699600,1980,4,2914,Amaroo
05-December-2017,447100,2006,3,2914,Forde
05-December-2017,1426900,1964,4,2603,Manuka
05-December-2017,1049500,1928,4,2914,Harrison
05-December-2017,825700,1977,4,2614,Weetangera
05-December-2017,839500,1990,5,2607,Mawson
05-December-2017,472900,1969,3,2615,Fraser
05-December-2017,705900,1992,3,2606,Lyons
05-December-2017,589200,1918,4,2902,Kambah
05-December-2017,574500,1945,4,2914,Forde
05-December-2017,483600,1990,3,2905,Chisholm
05-December-2017,945100,1996,4,2602,Lyneham
05-November-2017,627500,1990,3,2620,Letchworth
05-November-2017,708200,1980,2,2604,Narrabundah
05-October-2017,369700,1968,3,2906,Banks
05-October-2017,433200,1976,3,2906,Banks
05-October-2017,1076000,1968,3,2600,Russell
05-October-2017,652100,1977,4,2615,Latham
05-October-2017,560200,1991,4,2615,Kippax
05-October-2017,473500,1926,3,2902,Kambah
05-October-2017,464900,1978,3,2906,Banks
05-October-2017,814300,1929,3,2605,Hughes
05-October-2017,523700,1978,4,2615,Fraser
06-December-2017,803300,1997,3,2611,Duffy
06-December-2017,806400,1910,4,2914,Amaroo
06-December-2017,870700,1988,4,2604,Narrabundah
06-December-2017,731900,1927,4,2914,Forde
06-December-2017,688300,1992,3,2607,Torrens
06-December-2017,637600,1976,4,2903,Erindale Centre
06-December-2017,373800,1947,1,2603,Manuka
06-December-2017,507600,1989,3,2913,Nicholls
06-November-2017,610700,1959,4,2906,Banks
06-November-2017,455900,1910,2,2612,Reid
06-November-2017,506399,1975,3,2615,Melba
06-November-2017,532200,1977,3,2902,Kambah
06-November-2017,438900,1972,3,2906,Gordon
06-November-2017,613100,1957,3,2611,Stirling
06-November-2017,616600,1927,4,2914,Harrison
06-November-2017,761700,1999,4,2914,Bonner
06-November-2017,874900,1966,5,2611,Rivett
06-November-2017,932900,1973,4,2615,Kippax
06-November-2017,1050000,1996,4,2602,Dickson
06-November-2017,1155300,1986,3,2602,Dickson
06-November-2017,1863900,1963,5,2602,Hackett
06-November-2017,459900,1977,3,2602,Dickson
06-October-2017,603900,1991,4,2905,Calwell
06-October-2017,595900,1967,4,2903,Oxley
06-October-2017,556700,1973,2,2607,Isaacs
06-October-2017,527600,1978,3,2905,Calwell
06-October-2017,523400,2007,3,2912,Administrative
06-October-2017,520500,1962,3,2906,Banks
06-October-2017,508500,1977,3,2905,Richardson
06-October-2017,694900,1912,4,2914,Harrison
06-October-2017,434700,2014,3,2902,Kambah
06-October-2017,836200,2014,4,2913,Ginninderra Village
06-October-2017,756600,1999,4,2914,Bonner
06-October-2017,402600,1977,3,2615,Fraser
07-December-2017,472500,1992,3,2913,Palmerston
07-December-2017,498000,1977,4,2615,Spence
07-December-2017,538700,1977,3,2906,Banks
07-December-2017,554700,1968,3,2615,Melba
07-December-2017,591800,2004,3,2913,Palmerston
07-December-2017,613500,2003,3,2913,Nicholls
07-December-2017,731700,1924,4,2904,Gowrie
07-December-2017,986300,1983,5,2617,Evatt
07-December-2017,826500,2014,4,2914,Forde
07-November-2017,468500,1978,3,2906,Banks
07-November-2017,845500,1967,3,2604,Causeway
07-November-2017,786250,2006,5,2615,Higgins
07-November-2017,737200,1927,4,2914,Forde
07-November-2017,705800,1977,4,2615,Holt
07-November-2017,559600,1997,4,2905,Theodore
07-October-2017,528500,1994,4,2617,Evatt
07-October-2017,554900,1988,3,2913,Palmerston
07-October-2017,604500,1973,4,2615,Higgins
07-October-2017,601600,1980,3,2611,Chapman
07-October-2017,633200,1925,3,2913,Nicholls
07-October-2017,616700,1976,3,2615,Latham
07-October-2017,628600,1922,3,2617,Belconnen Dc
07-October-2017,445000,1987,2,2615,Kippax
07-October-2017,720100,1981,3,2604,Narrabundah
07-October-2017,705200,1947,4,2617,Evatt
07-October-2017,739700,1966,4,2611,Duffy
07-October-2017,735500,1967,4,2611,Duffy
07-October-2017,749900,1977,3,2611,Uriarra
07-October-2017,759500,2014,4,2617,Belconnen Dc
07-October-2017,807300,1996,4,2913,Ngunnawal
07-October-2017,804000,1973,4,2615,Latham
07-October-2017,858500,1963,2,2602,Hackett
07-October-2017,987200,2000,4,2602,Watson
07-October-2017,1146800,1996,4,2911,Crace
07-October-2017,1675200,2013,4,2602,Watson
07-October-2017,687400,1977,4,2902,Kambah
07-October-2017,499500,1959,3,2615,Higgins
07-October-2017,823100,1998,4,2602,O'connor
08-December-2017,911300,2007,5,2904,Fadden
08-December-2017,268500,1942,1,2602,Ainslie
08-December-2017,408300,1977,3,2615,Holt
08-December-2017,445300,1987,2,2615,Flynn
08-December-2017,459500,1996,3,2913,Ginninderra Village
08-December-2017,556100,1978,3,2906,Banks
08-December-2017,604200,1919,3,2904,Fadden
08-December-2017,557400,1927,3,2904,Gowrie
08-December-2017,647400,2005,4,2904,Monash
08-December-2017,661700,1968,4,2615,Macgregor
08-December-2017,700700,1992,3,2602,Downer
08-December-2017,712400,2014,5,2615,Florey
08-December-2017,817000,2014,4,2913,Ngunnawal
08-December-2017,826400,1985,4,2906,Gordon
08-December-2017,606400,2014,5,2905,Richardson
08-November-2017,652500,1993,3,2607,Mawson
08-November-2017,779200,1988,4,2911,Crace
08-November-2017,776150,1984,4,2607,Mawson
08-November-2017,750200,1959,3,2604,Narrabundah
08-November-2017,635975,1985,3,2903,Erindale Centre
08-November-2017,379600,1950,2,2615,Holt
08-November-2017,538600,2001,3,2615,Higgins
08-November-2017,515000,1968,3,2615,Latham
08-November-2017,603800,1987,3,2913,Ginninderra Village
08-October-2017,479000,1977,3,2906,Banks
09-December-2017,1133100,1959,4,2603,Red Hill
09-December-2017,1605600,1927,5,2612,Campbell
09-December-2017,1527500,1986,3,2600,Parliament House
09-December-2017,1194900,1998,4,2602,O'connor
09-December-2017,1203500,1986,3,2604,Causeway
