datesold,price,building_year,bedrooms,postcode,area
01-August-2016,409000,2002,3,2913,Palmerston
01-August-2016,555400,2014,3,2617,Evatt
01-August-2016,404600,1928,3,2902,Kambah
01-July-2016,936000,1984,3,2602,Dickson
01-July-2016,716700,2014,4,2913,Ginninderra Village
01-July-2016,683700,1915,5,2903,Erindale Centre
01-July-2016,419900,1994,3,2905,Isabella Plains
01-July-2016,611000,1990,4,2906,Banks
01-July-2016,683100,1990,3,2607,Farrer
01-July-2016,513100,1991,4,2615,Melba
01-July-2016,524600,1990,3,2905,Richardson
01-July-2016,535200,1929,3,2914,Harrison
01-September-2016,692800,1906,3,2605,Hughes
01-September-2016,857500,1909,4,2605,Hughes
01-September-2016,579300,1940,4,2904,Macarthur
01-September-2016,519700,1926,3,2617,Bruce
02-August-2016,574000,1980,3,2606,Swinger Hill
02-August-2016,575300,1998,5,2905,Richardson
02-August-2016,611700,1927,4,2617,Lawson
02-August-2016,1747900,1984,4,2603,Forrest
02-August-2016,465700,2006,2,2612,Braddon
02-August-2016,532500,1977,3,2902,Kambah
02-August-2016,390100,1984,2,2911,Crace
02-July-2016,521600,1991,2,2611,Pierces Creek
02-July-2016,788600,1977,4,2611,Duffy
02-July-2016,666800,1906,4,2912,Administrative
02-September-2016,429300,1918,3,2902,Kambah
02-September-2016,437800,1940,3,2914,Harrison
02-September-2016,450100,1926,3,2914,Forde
02-September-2016,569500,1925,4,2904,Macarthur
02-September-2016,587500,1966,4,2906,Gordon
02-September-2016,670800,1977,4,2615,Latham
02-September-2016,1012800,1950,2,2603,Forrest
02-September-2016,406100,1977,3,2906,Gordon
02-September-2016,809700,1990,5,2607,Pearce
03-August-2016,316100,2008,2,2912,Administrative
03-August-2016,422700,1977,3,2906,Banks
03-August-2016,480400,1927,3,2902,Kambah
03-August-2016,504400,1977,3,2615,Higgins
03-August-2016,692000,1925,4,2914,Amaroo
03-August-2016,712100,1921,4,2914,Bonner
03-August-2016,767200,1996,4,2913,Ngunnawal
03-August-2016,894300,2001,4,2913,Ginninderra Village
03-September-2016,1039400,1991,4,2602,O'connor
03-September-2016,1073700,1977,3,2600,Capital Hill
03-September-2016,1146400,1905,3,2612,Reid
03-September-2016,1090100,1941,3,2605,Curtin
03-September-2016,442600,2014,3,2914,Harrison
03-September-2016,1087700,2006,5,2611,Uriarra
03-September-2016,527200,1989,3,2913,Ngunnawal
03-September-2016,511100,1968,3,2615,Higgins
03-September-2016,466900,2014,3,2617,Belconnen
03-September-2016,588400,1927,4,2617,Belconnen
03-September-2016,753400,1929,4,2914,Bonner
03-September-2016,746100,1994,3,2602,Watson
03-September-2016,773100,1922,4,2914,Bonner
03-September-2016,797600,1937,4,2902,Kambah
03-September-2016,856200,1984,3,2602,Watson
03-September-2016,556100,1967,3,2614,Weetangera
03-September-2016,975600,1908,3,2605,Hughes
03-September-2016,972800,1980,3,2612,Turner
03-September-2016,996400,2003,4,2602,Lyneham
03-September-2016,846000,1986,3,2602,O'connor
03-September-2016,739000,1966,4,2611,Fisher
03-September-2016,727800,1993,3,2602,Ainslie
03-September-2016,697800,2014,4,2913,Ginninderra Village
03-September-2016,653300,1988,4,2913,Ngunnawal
03-September-2016,632400,1976,4,2902,Kambah
04-August-2016,362200,1903,2,2611,Chapman
04-August-2016,692500,1990,4,2904,Fadden
04-August-2016,534500,1996,4,2905,Isabella Plains
04-August-2016,546900,1977,3,2905,Chisholm
04-August-2016,537000,2001,3,2617,Bruce
04-August-2016,413300,1978,3,2905,Chisholm
04-August-2016,458800,1925,3,2903,Wanniassa
04-August-2016,520100,1927,3,2617,Giralang
04-July-2016,673800,1993,4,2611,Uriarra Forest
04-July-2016,485300,1976,3,2905,Calwell
04-July-2016,599200,1927,4,2914,Forde
04-July-2016,755400,1986,4,2913,Franklin
04-September-2016,480900,1957,3,2614,Page
05-August-2016,375700,1988,2,2913,Palmerston
05-August-2016,611200,1990,4,2913,Franklin
05-August-2016,672000,1986,4,2617,Mckellar
05-August-2016,688500,1980,4,2914,Amaroo
05-August-2016,831800,1976,4,2606,O'malley
05-August-2016,946100,2001,4,2602,Lyneham
05-August-2016,1046000,1996,4,2602,Downer
05-August-2016,1047500,1909,4,2914,Amaroo
05-August-2016,489500,1957,3,2614,Scullin
05-July-2016,382500,1967,3,2615,Holt
05-July-2016,410100,1991,3,2905,Isabella Plains
05-July-2016,519200,1986,3,2902,Kambah
05-July-2016,539300,1963,4,2611,Uriarra
05-July-2016,737700,1929,4,2914,Amaroo
05-July-2016,614700,1991,4,2615,Dunlop
05-July-2016,643900,1966,4,2615,Latham
05-September-2016,585600,1976,5,2617,Evatt
05-September-2016,563300,1977,4,2615,Kippax
05-September-2016,524000,1996,4,2913,Ginninderra Village
05-September-2016,885700,2014,4,2902,Kambah
05-September-2016,932400,2000,5,2611,Stirling
05-September-2016,1069100,1978,3,2604,Kingston
05-September-2016,643500,1947,4,2617,Bruce
05-September-2016,490300,1926,4,2914,Bonner
05-September-2016,491400,1916,3,2902,Kambah
05-September-2016,454900,1988,3,2913,Nicholls
05-September-2016,396200,2005,3,2904,Monash
05-September-2016,950000,1988,5,2614,Cook
05-September-2016,684400,1968,3,2611,Rivett
06-August-2016,419300,2003,3,2913,Franklin
06-August-2016,506500,2014,3,2617,Kaleen
06-August-2016,1108800,1997,4,2602,Downer
06-August-2016,1052500,1978,3,2604,Narrabundah
06-August-2016,1036200,1986,4,2902,Kambah
06-August-2016,922300,1959,4,2902,Kambah
06-August-2016,889000,1996,4,2602,Dickson
06-August-2016,838500,1975,3,2611,Mount Stromlo
06-August-2016,810800,2014,3,2602,Hackett
06-August-2016,691200,1952,3,2605,Hughes
06-August-2016,674600,2014,4,2905,Theodore
06-August-2016,566200,1989,4,2905,Theodore
06-August-2016,561100,1973,3,2611,Mount Stromlo
06-August-2016,814200,1998,4,2607,Pearce
06-August-2016,514700,1977,4,2615,Charnwood
06-August-2016,541200,1969,4,2615,Holt
06-July-2016,391500,1969,3,2906,Banks
06-July-2016,440000,1926,3,2902,Kambah
06-July-2016,451700,1903,2,2617,Lawson
06-July-2016,535500,1925,4,2914,Amaroo
06-July-2016,537500,1996,4,2905,Richardson
06-July-2016,423100,1985,3,2913,Ginninderra Village
06-July-2016,629500,1979,4,2903,Wanniassa
06-July-2016,626000,1990,4,2913,Palmerston
06-July-2016,694400,1910,4,2914,Bonner
06-July-2016,774100,1973,4,2615,Dunlop
06-July-2016,577900,2004,4,2902,Kambah
06-September-2016,419600,1977,3,2905,Calwell
06-September-2016,859200,1905,5,2914,Forde
06-September-2016,849000,1973,5,2906,Conder
06-September-2016,837100,2008,3,2605,Garran
06-September-2016,709000,1920,4,2617,Bruce
06-September-2016,657000,1998,4,2905,Theodore
06-September-2016,629600,1927,4,2914,Forde
06-September-2016,546500,1976,3,2607,Farrer
06-September-2016,516900,1926,4,2904,Gowrie
06-September-2016,409200,1985,2,2617,Bruce
06-September-2016,565900,1977,4,2906,Conder
07-July-2016,715100,1995,4,2607,Mawson
07-July-2016,430800,1999,3,2615,Florey
07-July-2016,482300,1967,3,2906,Gordon
07-July-2016,476300,1990,3,2905,Calwell
07-July-2016,512000,2001,3,2615,Kippax Centre
07-July-2016,558800,1968,3,2614,Hawker
07-July-2016,575800,1925,4,2914,Harrison
07-July-2016,696700,2007,4,2914,Forde
07-September-2016,809700,2014,4,2602,Lyneham
07-September-2016,644400,1988,3,2617,Bruce
07-September-2016,571899,1959,3,2617,Belconnen
07-September-2016,428600,1977,3,2615,Melba
07-September-2016,413000,1977,3,2615,Macgregor
07-September-2016,432200,1977,3,2905,Isabella Plains
08-August-2016,1221500,1925,5,2605,Curtin
08-August-2016,973500,2007,4,2617,Belconnen Dc
08-August-2016,665300,1910,4,2617,Evatt
08-August-2016,639900,1977,4,2615,Kippax Centre
08-August-2016,676800,1990,4,2614,Macquarie
08-August-2016,459400,1978,3,2905,Bonython
08-August-2016,462700,1977,3,2615,Flynn
08-August-2016,457500,1976,3,2905,Gilmore
08-July-2016,664300,2005,4,2913,Palmerston
08-July-2016,814900,1996,4,2911,Crace
08-July-2016,836200,1999,4,2911,Mitchell
08-July-2016,405200,1976,3,2615,Macgregor
08-September-2016,402600,1969,3,2615,Kippax
08-September-2016,461800,1910,2,2603,Griffith
08-September-2016,581800,1926,4,2914,Amaroo
08-September-2016,615900,1968,3,2611,Stirling
08-September-2016,675400,1988,3,2914,Forde
