datesold,price,building_year,bedrooms,postcode,area
01-April-2016,388400,1967,3,2906,Conder
01-April-2016,1877600,1934,4,2600,Hmas Harman
01-April-2016,1083400,1990,4,2602,Dickson
01-April-2016,897900,1926,4,2913,Ginninderra Village
01-April-2016,806900,2000,4,2906,Banks
01-April-2016,716000,1927,4,2914,Forde
01-April-2016,672800,1954,4,2902,Kambah
01-April-2016,637400,1961,4,2611,Chapman
01-April-2016,562900,1991,4,2906,Gordon
01-April-2016,703400,1999,4,2902,Kambah
01-April-2016,512400,1951,3,2913,Nicholls
01-April-2016,507400,1964,2,2911,Mitchell
01-April-2016,484900,1967,4,2615,Melba
01-April-2016,438100,1967,3,2611,Weston
01-April-2016,440500,1925,4,2902,Kambah
01-April-2016,456450,1977,3,2906,Gordon
01-April-2016,425600,1976,3,2615,Fraser
01-April-2016,533000,1972,3,2614,Macquarie
01-June-2016,902000,1977,4,2611,Pierces Creek
01-June-2016,707400,1911,5,2914,Forde
01-June-2016,598800,1990,4,2913,Palmerston
01-June-2016,513700,1926,4,2914,Harrison
01-June-2016,378900,1976,3,2906,Conder
01-June-2016,861200,1974,4,2611,Mount Stromlo
01-June-2016,760690,1976,4,2611,Weston
01-June-2016,756800,1998,4,2911,Mitchell
02-April-2016,804900,1998,4,2602,Downer
02-April-2016,419900,2001,3,2905,Richardson
02-April-2016,633700,1925,4,2617,Belconnen
02-April-2016,683700,1988,4,2607,Pearce
02-April-2016,683900,1906,3,2605,Curtin
02-April-2016,686200,1997,3,2607,Farrer
02-April-2016,745500,1990,3,2607,Mawson
02-April-2016,742800,1974,4,2611,Fisher
02-April-2016,965600,1909,4,2605,Hughes
02-April-2016,888000,1974,4,2614,Weetangera
02-April-2016,929200,1969,3,2607,Isaacs
02-April-2016,940300,1977,3,2600,Yarralumla
02-April-2016,727600,2007,5,2615,Kippax
02-April-2016,1081800,1990,4,2602,Downer
02-April-2016,1487500,1976,4,2603,Manuka
02-June-2016,454900,1999,3,2906,Gordon
02-June-2016,459400,1977,4,2906,Gordon
02-May-2016,439900,2014,3,2904,Monash
02-May-2016,410100,1983,2,2617,Belconnen
02-May-2016,478000,1975,3,2611,Stirling
02-May-2016,585700,1975,4,2913,Nicholls
02-May-2016,544300,1991,4,2905,Chisholm
02-May-2016,601900,1907,3,2912,Administrative
02-May-2016,679400,1949,4,2904,Monash
02-May-2016,676500,2005,4,2913,Ginninderra Village
02-May-2016,736500,1926,4,2605,Hughes
02-May-2016,721600,1909,5,2914,Forde
02-May-2016,747800,1980,5,2913,Franklin
02-May-2016,1054800,1928,4,2605,Garran
02-May-2016,505100,1910,3,2903,Erindale Centre
03-June-2016,429900,1950,1,2601,Canberra
03-June-2016,403450,1977,3,2615,Flynn
03-June-2016,404400,1985,3,2913,Ginninderra Village
03-June-2016,440700,1977,3,2602,O'connor
03-June-2016,607700,1926,4,2914,Bonner
03-May-2016,286800,1942,2,2607,Torrens
03-May-2016,728300,1995,5,2911,Crace
03-May-2016,640800,1954,4,2902,Kambah
03-May-2016,601100,1990,4,2913,Franklin
03-May-2016,536900,1953,2,2611,Weston
03-May-2016,481800,1977,3,2905,Bonython
03-May-2016,368200,1977,3,2615,Charnwood
03-May-2016,397300,1903,3,2914,Amaroo
03-May-2016,844900,1989,3,2605,Curtin
03-May-2016,411800,1976,3,2615,Charnwood
03-May-2016,442100,2001,3,2905,Gilmore
04-April-2016,708500,2014,4,2905,Calwell
04-April-2016,882300,1981,5,2602,Ainslie
04-April-2016,886000,2014,4,2902,Kambah
04-April-2016,770900,1996,4,2607,Isaacs
04-April-2016,758400,1988,4,2611,Weston
04-April-2016,730400,1989,4,2914,Harrison
04-April-2016,663300,1907,4,2914,Bonner
04-April-2016,648500,1966,5,2906,Banks
04-April-2016,585500,1916,4,2904,Fadden
04-April-2016,537000,1991,4,2906,Conder
04-April-2016,541600,1925,4,2904,Gowrie
04-April-2016,591900,1997,4,2900,Greenway
04-April-2016,532800,1926,4,2904,Fadden
04-April-2016,475500,2003,4,2905,Richardson
04-April-2016,446500,1978,3,2905,Chisholm
04-April-2016,424500,1977,3,2906,Banks
04-April-2016,434100,1969,3,2906,Banks
04-April-2016,431900,1995,3,2900,Greenway
04-April-2016,415200,1976,3,2615,Higgins
04-April-2016,384500,1975,3,2615,Holt
04-April-2016,228800,1941,2,2607,Pearce
04-April-2016,532400,2005,4,2904,Fadden
04-June-2016,587700,1968,3,2604,Narrabundah
04-June-2016,711800,1910,4,2617,Bruce
04-June-2016,1022200,1938,4,2612,Campbell
04-June-2016,696000,2014,5,2905,Theodore
04-June-2016,539100,2001,2,2605,Curtin
04-June-2016,561000,1978,3,2614,Weetangera
04-June-2016,534300,1985,3,2913,Palmerston
04-June-2016,510700,1977,4,2615,Kippax
04-June-2016,487800,1988,3,2913,Palmerston
04-June-2016,486300,1962,3,2615,Flynn
04-June-2016,746100,1994,3,2606,Swinger Hill
04-June-2016,542000,1968,3,2611,Fisher
04-June-2016,792800,2014,4,2914,Bonner
04-June-2016,403800,1957,3,2611,Uriarra
04-June-2016,829800,1973,4,2614,Scullin
04-June-2016,917800,1969,4,2602,Hackett
04-June-2016,831200,1997,4,2911,Mitchell
04-June-2016,490000,1987,3,2913,Franklin
04-May-2016,388900,1985,3,2913,Nicholls
04-May-2016,378100,2005,2,2617,Mckellar
04-May-2016,523100,2004,4,2904,Gowrie
04-May-2016,735300,1980,5,2913,Nicholls
04-May-2016,746700,1988,4,2602,O'connor
04-May-2016,745800,1929,4,2914,Amaroo
04-May-2016,780500,2001,4,2913,Palmerston
04-May-2016,926300,1988,4,2902,Kambah
04-May-2016,644800,1925,4,2617,Giralang
05-April-2016,243600,1942,2,2606,Chifley
05-April-2016,444900,1977,3,2615,Fraser
05-April-2016,478100,1979,2,2607,Mawson
05-April-2016,542500,2013,4,2905,Gilmore
05-April-2016,604000,2005,4,2914,Bonner
05-April-2016,1319600,2003,4,2602,Downer
05-April-2016,445000,1900,3,2912,Administrative
05-May-2016,567900,1975,4,2913,Palmerston
05-May-2016,360300,1968,3,2906,Gordon
05-May-2016,390200,1979,3,2902,Kambah
05-May-2016,415900,1972,3,2906,Gordon
05-May-2016,442100,1967,3,2615,Holt
05-May-2016,441900,1985,3,2913,Ginninderra Village
05-May-2016,548800,1977,4,2615,Melba
05-May-2016,1191000,1963,5,2913,Franklin
05-May-2016,833600,1919,5,2914,Forde
05-May-2016,756600,1996,4,2602,Downer
05-May-2016,591100,1931,3,2617,Giralang
05-May-2016,734000,1910,3,2605,Hughes
06-April-2016,552900,1973,3,2611,Uriarra
06-April-2016,651500,1994,3,2611,Uriarra
06-April-2016,303100,1943,2,2615,Flynn
06-April-2016,442500,1900,3,2914,Forde
06-April-2016,486600,1972,4,2615,Latham
06-April-2016,494700,1975,3,2607,Farrer
