datesold,price,building_year,bedrooms,postcode,area
01-February-2017,617800,1924,3,2904,Macarthur
01-February-2017,693500,2005,4,2913,Nicholls
01-February-2017,780700,1921,4,2617,Giralang
01-February-2017,1317300,1996,4,2600,Russell
01-February-2017,745500,2002,4,2914,Amaroo
01-February-2017,577700,1977,4,2615,Fraser
01-February-2017,561400,1977,4,2615,Charnwood
01-February-2017,533100,1978,3,2615,Latham
01-February-2017,531000,1989,3,2615,Florey
01-February-2017,529800,1929,3,2914,Forde
01-February-2017,235600,1942,2,2606,Woden
01-February-2017,557600,1991,3,2914,Forde
01-February-2017,557200,1900,4,2914,Forde
01-March-2017,676500,1987,4,2614,Jamison Centre
01-March-2017,875500,1990,4,2606,Phillip
01-March-2017,728400,1926,4,2914,Amaroo
01-March-2017,703400,1999,4,2902,Kambah
01-March-2017,706100,1978,2,2602,Ainslie
01-March-2017,609500,1952,3,2617,Belconnen
01-March-2017,602200,1976,4,2611,Uriarra Forest
01-March-2017,584800,1964,2,2604,Causeway
01-March-2017,492700,1977,3,2615,Holt
01-March-2017,451700,1990,3,2905,Chisholm
01-March-2017,454600,1967,3,2615,Spence
01-March-2017,626800,1991,4,2615,Holt
01-March-2017,488300,1990,3,2905,Calwell
02-February-2017,558200,1959,3,2604,Kingston
02-February-2017,549400,1956,4,2615,Florey
02-February-2017,188300,1947,1,2607,Torrens
02-February-2017,487400,1968,3,2906,Gordon
02-February-2017,518400,1926,3,2914,Amaroo
02-February-2017,677900,1950,4,2903,Erindale Centre
02-February-2017,603300,1990,4,2615,Flynn
02-February-2017,564200,1978,3,2913,Ngunnawal
02-March-2017,1633800,1940,4,2612,Reid
02-March-2017,1237600,1998,4,2611,Uriarra Forest
02-March-2017,697600,1976,4,2902,Kambah
02-March-2017,938800,2003,5,2602,Dickson
02-March-2017,1009600,2001,4,2602,Hackett
02-March-2017,530300,1990,3,2615,Dunlop
02-March-2017,532900,1977,3,2615,Dunlop
02-March-2017,589300,1962,4,2903,Wanniassa
02-March-2017,591100,1996,4,2905,Richardson
02-March-2017,526800,1910,3,2903,Oxley
02-March-2017,721000,1996,4,2913,Palmerston
02-March-2017,742400,1988,4,2913,Franklin
02-March-2017,862700,1984,3,2602,Lyneham
02-March-2017,845200,1988,4,2617,Lawson
02-March-2017,686600,1999,4,2607,Pearce
03-February-2017,575500,1978,4,2906,Conder
03-February-2017,566600,1969,3,2905,Richardson
03-February-2017,600300,1975,4,2902,Kambah
03-February-2017,582343,1988,4,2913,Franklin
03-February-2017,606900,1973,4,2906,Banks
03-February-2017,473300,1977,3,2602,Dickson
03-February-2017,696000,1977,4,2615,Flynn
03-February-2017,838200,2008,5,2914,Harrison
03-February-2017,914400,1910,5,2914,Harrison
03-January-2017,422800,1972,3,2615,Spence
03-March-2017,538600,1924,3,2617,Bruce
03-March-2017,885800,1966,5,2611,Waramanga
03-March-2017,1183300,1990,3,2600,Fairbairn Raaf
03-March-2017,308700,1943,2,2615,Flynn
03-March-2017,355200,1974,2,2913,Nicholls
03-March-2017,462600,1992,3,2913,Franklin
03-March-2017,512000,2001,3,2902,Kambah
03-March-2017,505500,1977,3,2905,Gilmore
03-March-2017,432000,1926,2,2617,Lawson
03-March-2017,664900,1998,4,2905,Bonython
03-March-2017,677500,1992,3,2602,Ainslie
03-March-2017,709300,2007,4,2912,Administrative
03-March-2017,776900,1972,5,2611,Uriarra Forest
03-March-2017,539300,1995,3,2905,Gilmore
04-February-2017,1060800,1998,5,2607,Farrer
04-February-2017,705300,1977,4,2615,Macgregor
04-February-2017,860000,1984,3,2606,Swinger Hill
04-February-2017,857800,1999,4,2607,Mawson
04-February-2017,827800,2014,4,2902,Kambah
04-February-2017,826400,1987,4,2617,Belconnen Dc
04-February-2017,803100,1977,4,2611,Uriarra Forest
04-February-2017,752400,1996,4,2615,Florey
04-February-2017,701300,1989,3,2602,Watson
04-February-2017,570100,1976,3,2614,Aranda
04-February-2017,638300,1941,3,2617,Evatt
04-February-2017,634400,1980,4,2914,Bonner
04-February-2017,631100,1973,4,2615,Holt
04-February-2017,618200,1976,3,2615,Macgregor
04-February-2017,555100,1991,4,2615,Higgins
04-February-2017,534200,2001,3,2617,Belconnen
04-February-2017,514000,1990,3,2615,Higgins
04-February-2017,1089700,1973,4,2611,Uriarra
04-February-2017,697600,1987,3,2614,Cook
04-February-2017,2231900,1997,4,2604,Causeway
04-February-2017,558000,1977,3,2903,Wanniassa
04-February-2017,519200,1978,3,2615,Charnwood
04-March-2017,1054700,2006,5,2914,Forde
04-March-2017,1004900,2014,4,2605,Hughes
04-March-2017,980900,1927,4,2605,Hughes
04-March-2017,949900,1973,5,2614,Cook
04-March-2017,908800,1984,3,2602,Downer
04-March-2017,902900,1984,3,2602,Hackett
04-March-2017,912300,1990,5,2906,Gordon
04-March-2017,851600,2005,4,2607,Isaacs
04-March-2017,815200,1984,3,2602,O'connor
04-March-2017,1131400,2006,5,2614,Weetangera
04-March-2017,959700,2001,4,2602,Downer
04-March-2017,658600,1994,4,2617,Belconnen Dc
04-March-2017,621500,1974,3,2611,Weston Creek
04-March-2017,621800,1906,4,2914,Harrison
