datesold,price,building_year,bedrooms,postcode,area
01-February-2019,280600,1942,2,2606,Swinger Hill
01-February-2019,530500,1968,3,2615,Charnwood
01-February-2019,747600,1995,3,2614,Weetangera
01-February-2019,466400,1992,3,2913,Franklin
01-March-2019,730200,1955,4,2913,Ngunnawal
01-March-2019,557600,1990,3,2905,Calwell
01-March-2019,433200,1967,3,2906,Gordon
01-March-2019,1637800,1975,4,2602,Watson
02-February-2019,1348800,1978,4,2614,Jamison Centre
02-February-2019,777100,2003,4,2913,Nicholls
02-February-2019,543000,1978,3,2615,Dunlop
02-February-2019,1389400,1988,4,2604,Narrabundah
02-March-2019,1076300,1992,3,2602,O'connor
02-March-2019,469500,1992,3,2617,Evatt
02-March-2019,481300,1967,4,2615,Charnwood
02-March-2019,669500,1976,4,2611,Uriarra
02-March-2019,691000,1987,3,2614,Page
02-March-2019,771900,2014,4,2913,Nicholls
02-March-2019,845100,1967,4,2614,Cook
02-March-2019,966000,2014,4,2605,Curtin
02-March-2019,1066800,1991,4,2607,Pearce
02-March-2019,1766600,1997,4,2602,Ainslie
02-March-2019,632700,1925,3,2914,Harrison
04-February-2019,656500,1992,3,2911,Mitchell
04-February-2019,862600,1973,4,2906,Gordon
04-February-2019,834600,2005,4,2602,Watson
04-February-2019,793300,1986,4,2913,Palmerston
04-February-2019,646200,2006,4,2905,Isabella Plains
04-February-2019,507500,1975,3,2902,Kambah
04-February-2019,543000,1990,3,2905,Isabella Plains
04-February-2019,573700,1979,3,2615,Charnwood
04-February-2019,596100,1978,3,2905,Chisholm
04-March-2019,663700,1925,3,2904,Macarthur
04-March-2019,557700,1978,3,2906,Conder
04-March-2019,586100,1977,4,2906,Conder
04-March-2019,628200,1991,3,2906,Conder
04-March-2019,771200,1973,4,2906,Gordon
04-March-2019,688800,1974,3,2611,Weston
05-February-2019,870100,1996,4,2911,Crace
05-February-2019,428000,1978,3,2602,Watson
05-February-2019,514900,1977,3,2615,Kippax
05-February-2019,608400,1959,4,2615,Fraser
05-February-2019,723100,1935,4,2615,Holt
05-February-2019,765800,1996,5,2905,Richardson
05-January-2019,545100,1988,3,2913,Franklin
05-March-2019,665500,1994,3,2913,Ngunnawal
05-March-2019,471900,1926,3,2914,Amaroo
05-March-2019,539800,1980,3,2905,Gilmore
05-March-2019,519500,1991,3,2913,Palmerston
05-March-2019,570700,1968,3,2614,Cook
05-March-2019,603500,2008,4,2905,Richardson
05-March-2019,749800,2006,5,2615,Holt
05-March-2019,772700,1976,4,2611,Fisher
05-March-2019,799200,1979,4,2914,Forde
05-March-2019,783400,2014,4,2903,Wanniassa
06-February-2019,611400,2008,4,2905,Isabella Plains
06-February-2019,563800,1924,3,2617,Lawson
06-March-2019,458400,1977,4,2905,Gilmore
06-March-2019,1219500,1988,4,2612,Turner
06-March-2019,523000,1990,3,2905,Bonython
06-March-2019,521100,1977,4,2615,Macgregor
06-March-2019,833200,1995,4,2602,O'connor
06-March-2019,888600,1990,3,2602,Dickson
06-March-2019,549400,1990,3,2905,Chisholm
06-March-2019,571800,1988,4,2913,Ginninderra Village
06-March-2019,583500,1979,3,2615,Macgregor
06-March-2019,659000,2014,4,2615,Florey
