datesold,price,building_year,bedrooms,postcode,area
01-April-2019,462500,1988,3,2913,Ginninderra Village
01-April-2019,872900,1993,3,2612,Braddon
01-April-2019,723500,1979,4,2914,Forde
01-April-2019,710900,2014,4,2905,Theodore
01-April-2019,709400,1947,4,2617,Giralang
01-April-2019,1102400,2000,5,2614,Cook
01-April-2019,600500,1966,4,2615,Melba
01-April-2019,599800,1979,4,2615,Fraser
01-April-2019,522400,1957,3,2611,Pierces Creek
01-April-2019,608400,1978,3,2905,Gilmore
01-June-2019,880600,1996,5,2617,Lawson
01-June-2019,687000,1980,2,2602,O'connor
01-May-2019,635400,1968,5,2903,Wanniassa
01-May-2019,696900,1968,5,2614,Jamison Centre
01-May-2019,741700,1950,4,2902,Kambah
01-May-2019,720800,2004,4,2913,Franklin
01-May-2019,932900,1939,5,2614,Hawker
01-May-2019,942500,1927,5,2605,Hughes
01-May-2019,588200,1995,3,2905,Calwell
01-May-2019,545000,1926,4,2914,Harrison
02-April-2019,1064000,2014,4,2913,Palmerston
02-April-2019,696400,2007,4,2914,Harrison
02-April-2019,717900,1977,4,2615,Macgregor
02-April-2019,660700,1906,3,2914,Bonner
02-April-2019,621800,1996,3,2913,Franklin
02-April-2019,627500,1991,4,2906,Conder
02-April-2019,595900,1996,4,2905,Isabella Plains
02-April-2019,497600,1969,3,2615,Dunlop
02-April-2019,441200,1985,3,2615,Fraser
02-May-2019,878600,1973,4,2614,Scullin
02-May-2019,800000,1902,4,2914,Forde
02-May-2019,764600,1922,4,2913,Palmerston
02-May-2019,561300,1976,4,2902,Kambah
02-May-2019,561300,1972,3,2913,Nicholls
02-May-2019,452000,1947,2,2913,Palmerston
03-April-2019,509800,1980,3,2614,Macquarie
03-April-2019,442900,1976,3,2615,Melba
03-April-2019,625500,1991,4,2615,Spence
03-April-2019,642700,1980,2,2602,Watson
03-April-2019,1240600,1996,5,2602,Watson
03-April-2019,1112200,1996,4,2602,Downer
03-April-2019,821100,1977,4,2611,Uriarra
03-April-2019,795100,2014,4,2912,Administrative
03-June-2019,1212200,1998,4,2607,Pearce
03-June-2019,941400,1972,3,2600,Harman
03-June-2019,664200,1922,4,2904,Macarthur
03-June-2019,540600,1988,3,2913,Ngunnawal
03-May-2019,1359500,1926,4,2612,Turner
03-May-2019,813600,1987,4,2617,Giralang
03-May-2019,812600,1980,5,2617,Mckellar
03-May-2019,722500,1999,4,2903,Erindale Centre
03-May-2019,543400,1957,3,2611,Duffy
03-May-2019,86500,1915,4,2912,Administrative
03-May-2019,697000,1950,4,2904,Gowrie
04-April-2019,710200,1995,3,2614,Macquarie
04-April-2019,469700,1967,3,2906,Conder
04-April-2019,474600,1977,4,2906,Banks
04-April-2019,539800,1926,4,2617,Belconnen
04-April-2019,553800,1994,3,2905,Gilmore
04-April-2019,580200,1990,4,2913,Franklin
04-April-2019,603300,1966,4,2906,Banks
04-April-2019,633200,1952,4,2914,Amaroo
04-April-2019,847700,1994,3,2602,Hackett
04-April-2019,819800,1976,4,2614,Jamison Centre
04-June-2019,925500,1996,4,2913,Nicholls
04-June-2019,468400,1992,3,2913,Ginninderra Village
04-June-2019,537000,1988,3,2913,Franklin
04-June-2019,815400,1977,4,2617,Mckellar
04-May-2019,999300,1990,4,2614,Jamison Centre
04-May-2019,679700,1997,4,2615,Higgins
05-April-2019,739700,1978,4,2903,Erindale Centre
05-April-2019,703000,1977,4,2615,Spence
05-April-2019,914200,1967,5,2614,Jamison Centre
05-April-2019,682800,1992,3,2607,Mawson
05-June-2019,1568300,1952,5,2600,Yarralumla
05-June-2019,738700,1991,4,2905,Bonython
05-June-2019,682800,1924,4,2617,Giralang
05-June-2019,494000,1985,3,2906,Gordon
05-June-2019,452400,1988,3,2913,Ginninderra Village
05-June-2019,305200,1947,2,2606,Swinger Hill
06-April-2019,777000,1929,3,2617,Belconnen Dc
06-April-2019,1071500,1909,4,2605,Hughes
06-April-2019,1009200,1966,5,2614,Cook
06-April-2019,983200,1939,4,2611,Fisher
06-April-2019,873700,1967,4,2617,Bruce
06-April-2019,787700,1978,3,2611,Brindabella
06-April-2019,1052400,1938,4,2605,Curtin
06-April-2019,678500,1949,4,2617,Bruce
06-April-2019,688600,1925,3,2617,Giralang
06-June-2019,469400,1967,3,2615,Spence
06-May-2019,1102300,1990,4,2913,Franklin
06-May-2019,900100,1987,4,2602,Hackett
06-May-2019,728800,1966,5,2904,Gowrie
06-May-2019,685700,1978,3,2614,Hawker
06-May-2019,662900,1988,3,2913,Ngunnawal
06-May-2019,498000,1990,3,2905,Isabella Plains
06-May-2019,1074600,1973,4,2611,Duffy
06-May-2019,1000700,2004,4,2602,Ainslie
07-June-2019,786700,1929,4,2914,Bonner
07-June-2019,650300,2003,3,2913,Palmerston
07-June-2019,834500,1990,4,2904,Fadden
07-June-2019,962200,1984,3,2607,Farrer
07-May-2019,617500,1991,4,2615,Charnwood
07-May-2019,552800,1991,3,2903,Erindale Centre
07-May-2019,890300,1999,4,2611,Chapman
07-May-2019,744600,1998,4,2911,Mitchell
07-May-2019,709800,1977,4,2615,Florey
07-May-2019,703400,1977,4,2611,Waramanga
07-May-2019,665300,1975,4,2614,Aranda
07-May-2019,561200,1994,3,2913,Franklin
08-April-2019,747700,2007,5,2615,Charnwood
08-April-2019,644200,1980,2,2602,Hackett
08-April-2019,623900,1959,2,2604,Narrabundah
08-April-2019,853900,1988,5,2913,Nicholls
08-June-2019,677500,2004,4,2913,Palmerston
08-June-2019,630100,1957,3,2614,Page
08-June-2019,890600,2003,4,2914,Amaroo
08-May-2019,536400,1978,3,2615,Flynn
08-May-2019,860800,1988,4,2913,Palmerston
08-May-2019,855700,2014,4,2914,Harrison
08-May-2019,486000,1999,3,2906,Gordon
08-May-2019,706300,2014,4,2905,Isabella Plains
08-May-2019,709600,1977,4,2906,Gordon
08-May-2019,603000,1920,3,2914,Forde
