datesold,price,building_year,bedrooms,postcode,area
01-December-2018,678002,1922,4,2913,Palmerston
01-December-2018,1675600,2001,3,2600,Hmas Harman
01-December-2018,1123600,1990,4,2611,Weston
01-December-2018,976800,2014,5,2615,Flynn
01-December-2018,900400,1974,4,2611,Chapman
01-December-2018,906500,1996,3,2602,O'connor
01-December-2018,902400,1973,4,2615,Charnwood
01-December-2018,767900,1994,3,2602,Downer
01-December-2018,754500,2014,4,2615,Flynn
01-December-2018,645100,1992,3,2615,Holt
01-December-2018,492900,1976,3,2615,Melba
01-November-2018,594700,1919,3,2904,Macarthur
01-November-2018,588200,1978,5,2903,Oxley
01-November-2018,981500,1964,4,2611,Holder
01-November-2018,517200,1991,3,2906,Banks
01-November-2018,469900,1992,3,2904,Gowrie
01-November-2018,375800,1946,1,2612,Turner
01-November-2018,790400,1988,4,2914,Forde
01-November-2018,493300,1947,3,2903,Oxley
01-November-2018,923300,1990,4,2602,Watson
01-October-2018,921800,1925,5,2914,Amaroo
02-November-2018,490600,1967,3,2615,Melba
02-November-2018,596700,1980,3,2905,Richardson
02-November-2018,628200,1925,3,2904,Gowrie
02-November-2018,644500,1978,4,2615,Flynn
02-November-2018,690600,1918,4,2914,Forde
02-November-2018,715200,2005,4,2913,Nicholls
02-November-2018,713000,1966,4,2611,Uriarra
02-November-2018,795800,1997,3,2614,Page
02-November-2018,860400,1986,4,2617,Belconnen
02-November-2018,1062300,2014,4,2913,Ngunnawal
02-November-2018,1154100,1969,3,2602,Watson
02-November-2018,653400,1978,3,2615,Dunlop
02-October-2018,791100,2014,4,2914,Bonner
02-October-2018,661300,1978,4,2906,Gordon
02-October-2018,629800,1993,4,2905,Gilmore
02-October-2018,642600,1976,3,2615,Kippax
03-December-2018,750800,1910,4,2914,Amaroo
03-December-2018,518200,1988,3,2913,Ngunnawal
03-December-2018,575000,2014,3,2914,Harrison
03-December-2018,594800,2003,3,2913,Nicholls
03-December-2018,658300,1927,4,2914,Harrison
03-December-2018,686500,1993,4,2611,Uriarra
03-December-2018,717100,1977,4,2615,Higgins
03-December-2018,759100,1990,4,2913,Ginninderra Village
03-December-2018,859000,1988,4,2913,Nicholls
03-November-2018,1167500,1990,4,2602,Lyneham
03-November-2018,1032000,2006,4,2607,Farrer
03-November-2018,1213300,1939,5,2904,Gowrie
03-November-2018,1018300,1997,2,2600,Russell Hill
03-November-2018,960800,1978,4,2614,Cook
03-November-2018,929300,1999,4,2614,Jamison Centre
03-November-2018,939500,1990,4,2614,Weetangera
03-November-2018,1531000,1905,5,2612,Turner
03-November-2018,850100,1925,3,2605,Garran
03-November-2018,926400,1984,3,2602,Lyneham
03-November-2018,779400,1988,4,2611,Weston Creek
03-November-2018,702400,1976,4,2611,Chapman
03-November-2018,585200,1977,3,2615,Melba
03-November-2018,538800,1991,3,2615,Higgins
03-November-2018,825900,2000,3,2606,Swinger Hill
03-October-2018,570200,1980,2,2607,Farrer
03-October-2018,701000,1988,4,2913,Nicholls
03-October-2018,703100,2014,5,2602,Lyneham
03-October-2018,779100,1929,4,2617,Bruce
03-October-2018,832700,2014,4,2913,Ngunnawal
03-October-2018,731000,1974,4,2615,Kippax Centre
03-October-2018,1424100,1998,4,2611,Weston
04-December-2018,487800,1967,3,2615,Flynn
04-December-2018,864100,1966,5,2614,Scullin
04-December-2018,862600,1909,4,2914,Amaroo
04-December-2018,803800,1973,4,2615,Fraser
04-December-2018,780800,1994,3,2602,Ainslie
04-December-2018,693600,2014,4,2615,Dunlop
04-December-2018,617000,2004,3,2615,Kippax Centre
04-October-2018,478100,1977,3,2906,Conder
04-October-2018,610200,1988,3,2611,Pierces Creek
04-October-2018,616000,1979,3,2615,Spence
04-October-2018,664500,1940,3,2914,Amaroo
04-October-2018,879500,1910,5,2914,Harrison
05-December-2018,468600,1969,3,2905,Chisholm
05-December-2018,519850,1994,3,2913,Ginninderra Village
05-December-2018,654400,1996,3,2913,Palmerston
05-December-2018,633100,1925,4,2904,Macarthur
05-December-2018,448000,1976,3,2905,Chisholm
05-December-2018,472300,1926,4,2914,Bonner
05-December-2018,689700,2003,4,2913,Franklin
05-December-2018,769600,1983,3,2614,Cook
05-December-2018,1099800,1973,4,2614,Aranda
05-December-2018,1480800,1965,5,2600,Deakin
05-December-2018,2197500,1968,3,2603,Manuka
