datesold,price,building_year,bedrooms,postcode,area
01-April-2017,530500,1926,4,2903,Erindale Centre
01-April-2017,1450900,2007,2,2600,Harman
01-April-2017,1130500,1996,4,2602,Lyneham
01-April-2017,1036700,1998,5,2911,Mitchell
01-April-2017,939100,1996,4,2607,Pearce
01-April-2017,923800,1919,4,2605,Hughes
01-April-2017,1175000,1926,4,2612,Braddon
01-April-2017,893700,1999,4,2913,Palmerston
01-April-2017,776100,2007,4,2913,Nicholls
01-April-2017,703900,2007,3,2913,Ginninderra Village
01-April-2017,687900,1976,4,2903,Erindale Centre
01-April-2017,886200,2000,3,2911,Mitchell
01-June-2017,3493400,1978,5,2603,Forrest
01-June-2017,558500,1977,3,2902,Kambah
01-June-2017,562600,1973,3,2611,Mount Stromlo
01-June-2017,580300,1978,3,2913,Ginninderra Village
01-June-2017,624400,1991,4,2906,Conder
01-June-2017,628600,1957,3,2611,Duffy
01-June-2017,709700,2007,5,2615,Higgins
01-June-2017,762300,1995,4,2911,Mitchell
01-June-2017,528200,1990,3,2615,Latham
01-June-2017,452600,1991,2,2614,Cook
01-May-2017,578700,1979,4,2615,Latham
01-May-2017,637000,1973,4,2611,Uriarra
01-May-2017,602900,1980,4,2914,Forde
01-May-2017,795900,1994,3,2602,Downer
01-May-2017,531700,1978,3,2615,Melba
01-May-2017,537300,2006,4,2905,Gilmore
01-May-2017,516600,1946,3,2902,Kambah
01-May-2017,525200,2012,4,2905,Theodore
01-May-2017,509000,1957,3,2611,Uriarra Forest
01-May-2017,459100,1990,3,2905,Theodore
01-May-2017,446000,1977,3,2905,Gilmore
01-May-2017,1026300,2014,4,2605,Garran
01-May-2017,1354300,1998,4,2607,Isaacs
01-May-2017,1605400,2014,5,2606,Swinger Hill
01-May-2017,1886000,2001,4,2603,Manuka
01-May-2017,687700,2014,5,2904,Gowrie
01-May-2017,698600,1977,4,2906,Conder
02-April-2017,735300,1984,3,2607,Isaacs
02-June-2017,707200,1977,4,2615,Dunlop
02-June-2017,639100,1978,4,2615,Latham
02-June-2017,556700,1988,4,2913,Nicholls
02-June-2017,541800,1969,4,2615,Fraser
02-June-2017,485300,1976,3,2906,Banks
02-June-2017,477700,1969,3,2615,Charnwood
02-June-2017,398100,1974,3,2906,Conder
02-June-2017,358500,1908,1,2612,Braddon
02-June-2017,294200,1942,1,2606,Phillip
02-June-2017,2153100,2014,4,2600,Canberra
02-June-2017,1149500,1969,3,2602,O'connor
02-June-2017,1049900,2007,4,2904,Gowrie
02-June-2017,706300,1990,3,2607,Mawson
02-May-2017,753900,2014,4,2903,Erindale Centre
02-May-2017,632700,2001,4,2914,Amaroo
02-May-2017,661600,2004,4,2905,Richardson
02-May-2017,646500,2014,5,2905,Richardson
02-May-2017,536400,1977,4,2905,Isabella Plains
03-April-2017,818600,2014,3,2607,Torrens
03-April-2017,512400,2006,3,2914,Amaroo
03-April-2017,499200,1968,3,2615,Flynn
03-April-2017,493200,1976,3,2615,Flynn
03-April-2017,483300,1976,3,2615,Kippax Centre
03-April-2017,340700,1984,2,2615,Kippax Centre
03-April-2017,801900,2013,4,2914,Bonner
03-April-2017,1419100,1996,4,2913,Nicholls
03-June-2017,461100,1988,3,2913,Nicholls
03-June-2017,2198000,1988,5,2600,Fairbairn Raaf
03-June-2017,1220300,2008,5,2605,Garran
03-June-2017,1126200,1984,3,2602,Lyneham
03-June-2017,1092200,1928,4,2605,Hughes
03-June-2017,984700,1990,4,2602,Downer
03-June-2017,931400,1964,4,2611,Uriarra
03-June-2017,868000,2004,5,2607,Torrens
03-June-2017,845400,1977,4,2611,Holder
03-June-2017,825800,1922,4,2617,Lawson
03-June-2017,804500,1977,4,2614,Jamison Centre
03-June-2017,721600,1987,3,2611,Brindabella
03-June-2017,854300,1995,4,2911,Crace
03-June-2017,683000,1966,4,2611,Rivett
03-June-2017,684400,1966,5,2903,Wanniassa
03-June-2017,563500,1967,4,2614,Aranda
03-June-2017,616300,1985,3,2614,Page
03-June-2017,582700,1986,3,2614,Aranda
03-June-2017,595800,1977,3,2614,Hawker
03-June-2017,488300,1977,3,2615,Higgins
03-June-2017,652800,1950,4,2903,Oxley
03-June-2017,667700,1966,4,2611,Brindabella
03-June-2017,672000,1939,3,2614,Aranda
03-June-2017,643600,1906,3,2617,Belconnen Dc
03-May-2017,945200,1925,4,2914,Bonner
03-May-2017,396300,1919,3,2902,Kambah
03-May-2017,417700,2005,2,2617,Bruce
03-May-2017,530800,1990,3,2905,Isabella Plains
03-May-2017,608500,2005,4,2904,Monash
03-May-2017,690800,1954,4,2902,Kambah
03-May-2017,747300,1998,4,2911,Mitchell
03-May-2017,923700,1926,4,2914,Bonner
03-May-2017,1090000,2006,5,2914,Harrison
04-April-2017,401400,1951,2,2903,Wanniassa
04-April-2017,387400,1919,2,2913,Palmerston
04-April-2017,568500,1969,3,2905,Bonython
04-April-2017,763200,2014,4,2615,Macgregor
04-April-2017,672700,1906,3,2605,Curtin
04-April-2017,607400,1977,4,2611,Holder
04-April-2017,1164600,2003,4,2602,Hackett
04-April-2017,585800,2003,3,2913,Franklin
04-April-2017,475800,1976,3,2906,Banks
04-April-2017,417000,1977,3,2906,Gordon
04-April-2017,607100,1989,4,2905,Calwell
04-April-2017,479200,1926,5,2904,Gowrie
04-May-2017,823800,1999,4,2617,Belconnen Dc
04-May-2017,473900,1994,3,2904,Monash
04-May-2017,539000,1928,3,2617,Mckellar
04-May-2017,556500,1978,3,2906,Banks
04-May-2017,569600,1991,4,2615,Higgins
04-May-2017,624800,1966,3,2611,Fisher
04-May-2017,662700,1987,3,2614,Weetangera
04-May-2017,728900,1976,4,2611,Weston
04-May-2017,969000,1959,4,2913,Ngunnawal
04-May-2017,906300,1978,3,2614,Macquarie
04-May-2017,793800,1913,4,2914,Amaroo
05-April-2017,1473100,2005,4,2913,Ngunnawal
05-April-2017,1399800,1962,4,2604,Kingston
05-April-2017,917400,1998,5,2602,Watson
05-April-2017,911500,1999,4,2913,Ngunnawal
05-April-2017,845600,1999,4,2602,Dickson
05-April-2017,686700,2004,4,2913,Ngunnawal
05-April-2017,404300,1977,3,2906,Conder
05-April-2017,605300,1922,4,2904,Macarthur
05-April-2017,584600,1915,3,2904,Gowrie
05-April-2017,558000,1978,3,2906,Conder
05-April-2017,534300,1990,3,2615,Dunlop
05-April-2017,476800,1990,3,2905,Theodore
05-April-2017,474600,2007,3,2914,Forde
05-April-2017,628700,1940,3,2617,Giralang
05-April-2017,666900,1987,3,2617,Lawson
05-June-2017,643500,2003,3,2913,Nicholls
05-June-2017,510500,1988,3,2913,Palmerston
05-June-2017,558800,1973,3,2611,Weston Creek
05-June-2017,1146300,2003,4,2913,Palmerston
05-June-2017,796800,1976,4,2611,Mount Stromlo
05-June-2017,807500,1987,4,2913,Franklin
05-June-2017,963700,2001,4,2606,Chifley
05-June-2017,423000,2008,2,2914,Harrison
05-May-2017,2150400,2006,5,2612,Reid
05-May-2017,936400,1996,4,2607,Isaacs
05-May-2017,891000,2014,5,2914,Harrison
05-May-2017,885000,1910,4,2914,Amaroo
05-May-2017,758800,1946,4,2914,Forde
05-May-2017,632100,2014,4,2905,Richardson
05-May-2017,559700,1987,4,2913,Palmerston
05-May-2017,485200,1954,3,2902,Kambah
05-May-2017,436300,1970,3,2615,Melba
05-May-2017,451400,1992,3,2913,Nicholls
05-May-2017,425900,1976,3,2906,Conder
05-May-2017,413700,1977,3,2615,Higgins
05-May-2017,616300,2014,5,2905,Gilmore
06-April-2017,443200,1991,3,2906,Banks
06-April-2017,438200,1988,3,2913,Franklin
06-April-2017,470100,1977,3,2906,Banks
06-April-2017,554300,1991,4,2615,Kippax Centre
06-April-2017,515200,1977,3,2615,Higgins
06-April-2017,1332100,1964,4,2603,Griffith
06-April-2017,1083500,1995,3,2605,Curtin
06-April-2017,969500,1973,5,2611,Uriarra Forest
