datesold,price,building_year,bedrooms,postcode,area
01-August-2018,535100,1926,4,2903,Oxley
01-August-2018,552200,1978,3,2615,Charnwood
01-August-2018,718100,1925,4,2914,Bonner
01-August-2018,1143400,1984,3,2602,Dickson
01-August-2018,1372800,1998,5,2602,Downer
01-August-2018,348900,1959,3,2602,Hackett
01-September-2018,527400,2001,3,2617,Evatt
01-September-2018,943400,1984,4,2614,Cook
01-September-2018,588800,1991,4,2615,Kippax
01-September-2018,939600,1987,4,2607,Farrer
01-September-2018,863900,2000,4,2615,Latham
01-September-2018,833000,1987,4,2913,Ginninderra Village
01-September-2018,849400,1991,2,2602,Downer
01-September-2018,663800,2001,4,2905,Calwell
01-September-2018,588100,1968,3,2611,Brindabella
01-September-2018,937900,1984,3,2602,Watson
02-August-2018,935700,1996,5,2913,Nicholls
02-August-2018,860500,1973,5,2615,Spence
02-August-2018,791300,1994,3,2602,Hackett
02-August-2018,633100,1931,3,2904,Macarthur
02-August-2018,486300,1976,3,2906,Banks
02-August-2018,900100,1984,3,2602,Ainslie
02-July-2018,527400,1968,3,2615,Flynn
02-July-2018,715000,1940,4,2914,Amaroo
02-July-2018,641800,1989,4,2607,Torrens
02-July-2018,651900,1976,4,2615,Flynn
02-July-2018,663900,2014,5,2905,Theodore
02-July-2018,722500,1954,4,2903,Oxley
02-July-2018,737500,1990,3,2606,Swinger Hill
02-July-2018,607100,1960,3,2614,Jamison Centre
02-July-2018,988900,1984,3,2602,O'connor
02-July-2018,746600,1935,4,2906,Banks
02-July-2018,1188100,1977,4,2604,Kingston
02-July-2018,594100,2003,3,2913,Ngunnawal
03-August-2018,787600,1988,4,2913,Nicholls
03-August-2018,646700,1906,3,2914,Bonner
03-August-2018,607100,1978,3,2905,Theodore
03-July-2018,657200,2006,5,2905,Gilmore
03-July-2018,659400,1965,3,2611,Holder
03-July-2018,630200,2014,5,2905,Theodore
03-July-2018,524800,1987,3,2913,Ginninderra Village
03-July-2018,666000,1997,4,2906,Gordon
03-September-2018,970500,1984,4,2614,Weetangera
03-September-2018,719800,2014,5,2906,Conder
03-September-2018,704900,1912,4,2914,Harrison
03-September-2018,542700,1968,3,2615,Higgins
04-August-2018,609600,1966,4,2615,Kippax
04-August-2018,585500,1919,3,2617,Giralang
04-August-2018,406600,1976,3,2906,Conder
04-August-2018,489600,2007,3,2617,Mckellar
