datesold,price,building_year,bedrooms,postcode,area
01-August-2017,264900,1910,1,2912,Administrative
01-August-2017,581600,1966,4,2906,Banks
01-August-2017,659750,1976,4,2615,Melba
01-August-2017,1146000,1990,4,2611,Uriarra
01-August-2017,465500,1925,3,2902,Kambah
01-July-2017,1260300,1976,3,2603,Manuka
01-July-2017,892400,1978,4,2913,Nicholls
01-July-2017,866200,1996,4,2602,Hackett
01-July-2017,829000,1987,4,2617,Belconnen
01-July-2017,824900,2014,4,2913,Ginninderra Village
01-July-2017,517000,1991,3,2615,Charnwood
01-July-2017,788600,1926,4,2605,Hughes
01-July-2017,535700,1975,4,2906,Banks
01-July-2017,580100,1978,3,2614,Page
01-July-2017,595100,1978,3,2614,Macquarie
01-July-2017,801700,1910,4,2914,Bonner
01-July-2017,1002600,2006,4,2602,Dickson
01-July-2017,628900,1966,4,2611,Stirling
01-July-2017,637900,1977,4,2615,Dunlop
01-July-2017,639200,1978,3,2611,Stirling
01-July-2017,776800,1929,5,2904,Macarthur
01-September-2017,605000,1929,3,2914,Forde
01-September-2017,666600,1975,5,2903,Oxley
01-September-2017,733100,2014,5,2906,Gordon
01-September-2017,795300,1996,4,2902,Kambah
01-September-2017,1930200,1997,4,2603,Forrest
01-September-2017,480200,1967,3,2614,Page
01-September-2017,527500,1969,4,2906,Banks
01-September-2017,678800,1947,4,2914,Amaroo
01-September-2017,423600,1999,3,2906,Gordon
02-August-2017,648100,1996,3,2611,Duffy
02-August-2017,548000,1989,3,2615,Higgins
02-August-2017,691500,1987,3,2617,Belconnen Dc
02-August-2017,748800,1966,4,2611,Holder
02-August-2017,745400,1994,3,2611,Brindabella
02-August-2017,751100,2014,5,2902,Kambah
02-August-2017,774700,2001,4,2914,Forde
02-August-2017,769000,2007,4,2913,Ngunnawal
02-August-2017,869300,1926,3,2605,Curtin
02-August-2017,914800,1984,3,2602,Dickson
02-August-2017,486000,1988,3,2913,Ngunnawal
02-August-2017,260000,1942,1,2602,Downer
02-July-2017,703300,1907,4,2914,Harrison
02-July-2017,1404300,1964,4,2603,Forrest
02-September-2017,653000,1979,4,2903,Oxley
02-September-2017,434700,1999,3,2615,Dunlop
02-September-2017,549700,1978,3,2615,Florey
02-September-2017,585500,1977,4,2903,Wanniassa
02-September-2017,601600,1975,4,2615,Kippax
02-September-2017,590300,1962,4,2615,Macgregor
02-September-2017,601600,1989,4,2617,Evatt
02-September-2017,614200,1990,4,2615,Dunlop
02-September-2017,639600,1968,3,2614,Cook
02-September-2017,1359500,1925,4,2605,Hughes
