datesold,price,building_year,bedrooms,postcode,area
01-February-2016,705700,2014,4,2913,Nicholls
01-February-2016,403000,1972,3,2615,Florey
01-February-2016,756000,1986,4,2913,Ngunnawal
01-February-2016,555500,1979,4,2615,Melba
01-February-2016,519800,2005,4,2914,Bonner
01-February-2016,510500,1991,4,2615,Fraser
01-February-2016,362500,2003,3,2913,Palmerston
01-February-2016,445100,2014,3,2914,Amaroo
01-February-2016,746700,1996,4,2602,Dickson
01-March-2016,843800,1959,4,2611,Uriarra
01-March-2016,747000,1929,4,2914,Amaroo
01-March-2016,676000,1922,4,2617,Evatt
01-March-2016,679000,1992,3,2602,Downer
01-March-2016,587000,1952,3,2617,Kaleen
01-March-2016,505700,2014,3,2904,Gowrie
01-March-2016,448600,1927,3,2902,Kambah
01-March-2016,409000,1994,3,2905,Bonython
01-March-2016,424200,1994,3,2905,Gilmore
01-March-2016,783100,1998,4,2913,Ngunnawal
02-February-2016,954300,1939,4,2614,Aranda
02-February-2016,469100,1976,3,2615,Dunlop
02-February-2016,433100,1977,3,2615,Kippax Centre
02-February-2016,428300,1990,3,2905,Calwell
02-February-2016,506200,2005,4,2905,Gilmore
02-February-2016,575300,1960,3,2611,Rivett
02-February-2016,370600,1903,2,2614,Weetangera
02-February-2016,852900,1989,4,2904,Gowrie
02-January-2016,427700,2001,3,2905,Calwell
02-March-2016,635500,1910,4,2914,Harrison
02-March-2016,460000,2006,3,2905,Theodore
02-March-2016,502800,1975,3,2611,Fisher
02-March-2016,531200,1977,4,2906,Banks
02-March-2016,601500,1991,4,2906,Conder
02-March-2016,639000,1925,4,2904,Gowrie
02-March-2016,623200,1961,4,2611,Brindabella
02-March-2016,662800,1910,4,2914,Amaroo
02-March-2016,730600,1990,3,2606,O'malley
02-March-2016,790100,2000,3,2607,Mawson
02-March-2016,949500,2007,4,2904,Monash
02-March-2016,1524300,1941,4,2612,Campbell
02-March-2016,1011400,1969,3,2602,Hackett
02-March-2016,416800,2002,3,2617,Giralang
02-March-2016,384500,1909,1,2612,Reid
03-February-2016,434900,1966,2,2614,Aranda
03-February-2016,422200,1959,4,2902,Kambah
03-February-2016,471300,1926,4,2902,Kambah
03-February-2016,493400,1968,3,2905,Gilmore
03-February-2016,555000,1988,3,2913,Palmerston
03-February-2016,562300,1989,4,2913,Ngunnawal
03-February-2016,627700,1977,4,2903,Oxley
03-February-2016,741600,1996,4,2607,Torrens
03-February-2016,810800,1998,4,2607,Pearce
03-February-2016,959300,1988,5,2614,Page
03-March-2016,365600,2005,3,2913,Franklin
03-March-2016,388100,1994,3,2905,Gilmore
03-March-2016,473800,1926,4,2617,Belconnen Dc
03-March-2016,437300,1978,2,2614,Macquarie
03-March-2016,461100,1976,3,2615,Higgins
03-March-2016,386100,1976,3,2906,Conder
03-March-2016,511500,1977,3,2615,Dunlop
03-March-2016,532600,1964,2,2611,Duffy
03-March-2016,548200,1973,3,2611,Uriarra
03-March-2016,653900,2014,4,2615,Melba
03-March-2016,686700,1994,3,2606,Woden
03-March-2016,828800,1969,3,2602,Downer
03-March-2016,1206400,1951,4,2612,Braddon
03-March-2016,403800,1994,3,2913,Ngunnawal
04-February-2016,463900,1983,3,2905,Gilmore
04-February-2016,478200,1977,3,2615,Kippax Centre
04-February-2016,512900,1954,4,2902,Kambah
04-February-2016,568900,1926,3,2903,Wanniassa
04-February-2016,585400,2003,3,2913,Palmerston
04-February-2016,586400,1988,3,2913,Ginninderra Village
04-February-2016,1001700,2014,5,2605,Garran
04-February-2016,839500,1973,4,2611,Uriarra
04-February-2016,811500,1990,4,2617,Bruce
04-February-2016,737500,1984,4,2913,Nicholls
04-February-2016,715700,2014,4,2914,Harrison
04-February-2016,677500,2004,4,2913,Ngunnawal
04-February-2016,516000,1957,3,2614,Macquarie
04-February-2016,443000,1999,3,2615,Latham
04-February-2016,640700,2004,4,2606,Swinger Hill
04-February-2016,658200,1992,3,2602,Ainslie
04-February-2016,381400,1939,2,2607,Mawson
04-March-2016,1368700,1905,5,2612,Campbell
04-March-2016,317400,1954,2,2902,Kambah
04-March-2016,436100,2014,3,2914,Forde
04-March-2016,495400,1968,3,2905,Bonython
04-March-2016,520300,1935,5,2615,Kippax Centre
04-March-2016,576100,1964,5,2611,Mount Stromlo
04-March-2016,660200,1970,0,2615,Macgregor
04-March-2016,656300,2014,5,2615,Kippax Centre
04-March-2016,673600,2014,5,2906,Gordon
04-March-2016,679500,1924,4,2617,Evatt
04-March-2016,689700,2014,4,2913,Palmerston
04-March-2016,741200,1922,4,2913,Ngunnawal
04-March-2016,920900,2003,5,2911,Mitchell
04-March-2016,1154200,1985,0,2612,Campbell
05-February-2016,583700,1918,4,2914,Bonner
05-February-2016,383600,1962,3,2906,Banks
05-February-2016,386500,1968,4,2615,Kippax Centre
05-February-2016,436100,1977,3,2615,Florey
05-February-2016,486400,1976,3,2615,Higgins
05-February-2016,515300,1925,3,2914,Harrison
05-February-2016,556100,1988,3,2913,Nicholls
05-February-2016,737200,1994,3,2602,Watson
05-February-2016,754700,1905,3,2612,Braddon
05-February-2016,342900,1968,3,2905,Gilmore
05-January-2016,584900,1954,3,2902,Kambah
05-March-2016,760700,2014,4,2913,Ngunnawal
05-March-2016,732800,1955,4,2913,Ginninderra Village
05-March-2016,709800,1992,3,2606,Chifley
05-March-2016,684700,1966,4,2611,Chapman
05-March-2016,517700,1978,4,2615,Higgins
05-March-2016,576400,1952,3,2617,Evatt
05-March-2016,566800,1973,2,2607,Isaacs
05-March-2016,543200,1978,3,2611,Brindabella
05-March-2016,486800,1991,3,2615,Macgregor
05-March-2016,674000,1992,3,2607,Mawson
05-March-2016,775100,1905,5,2912,Administrative
05-March-2016,974500,1977,3,2600,Duntroon
05-March-2016,845100,1927,5,2605,Garran
05-March-2016,2586100,1990,4,2603,Forrest
05-March-2016,809300,1953,3,2603,Forrest
06-February-2016,675400,1992,3,2607,Pearce
06-February-2016,433400,1957,3,2614,Hawker
06-February-2016,445700,1992,3,2913,Palmerston
06-February-2016,555100,1973,3,2614,Weetangera
06-February-2016,610800,1959,4,2615,Kippax
06-February-2016,605700,1974,3,2611,Uriarra
06-February-2016,642000,1989,4,2913,Ginninderra Village
06-February-2016,659600,1992,3,2602,Dickson
06-February-2016,668200,1990,4,2617,Bruce
06-February-2016,672500,1998,4,2606,O'malley
06-February-2016,734600,1926,4,2605,Curtin
06-February-2016,703300,1992,3,2607,Mawson
06-February-2016,599700,1966,5,2615,Latham
06-February-2016,691800,1973,5,2903,Erindale Centre
06-February-2016,340400,1968,3,2615,Spence
06-March-2016,679900,2004,4,2913,Ginninderra Village
06-March-2016,610700,1925,5,2912,Administrative
06-March-2016,687800,1994,4,2911,Crace
07-January-2016,574200,1959,3,2611,Rivett
07-March-2016,364700,1983,3,2906,Banks
07-March-2016,388600,1961,2,2604,Narrabundah
07-March-2016,437500,1995,3,2615,Charnwood
07-March-2016,444300,1977,3,2905,Isabella Plains
07-March-2016,441900,1967,3,2615,Kippax Centre
07-March-2016,536010,1999,4,2902,Kambah
07-March-2016,989900,1998,4,2602,O'connor
07-March-2016,1019000,2012,5,2913,Ngunnawal
07-March-2016,867000,1911,5,2912,Administrative
08-February-2016,412000,1977,3,2906,Gordon
08-February-2016,399400,2005,3,2913,Palmerston
08-February-2016,573500,1996,4,2905,Theodore
08-February-2016,611050,1988,3,2614,Hawker
08-February-2016,891100,2000,5,2614,Macquarie
08-February-2016,378300,1968,3,2906,Banks
08-January-2016,1216400,1999,4,2612,Braddon
08-January-2016,708600,1955,4,2913,Ginninderra Village
08-January-2016,606800,1925,3,2914,Amaroo
08-March-2016,430400,2005,3,2913,Ngunnawal
08-March-2016,438500,1975,3,2906,Gordon
08-March-2016,464900,1969,3,2615,Melba
08-March-2016,497600,1978,4,2615,Florey
08-March-2016,553600,2014,3,2617,Lawson
08-March-2016,1385300,1927,3,2612,Reid
08-March-2016,677700,1925,4,2914,Amaroo
08-March-2016,656200,1998,4,2606,O'malley
09-February-2016,561500,1979,3,2606,Lyons
09-February-2016,523400,2001,3,2617,Kaleen
09-February-2016,519100,1955,3,2903,Wanniassa
09-February-2016,413600,1977,3,2615,Kippax Centre
09-February-2016,393800,1925,3,2902,Kambah
09-February-2016,553100,1958,4,2611,Waramanga
09-February-2016,614500,1976,4,2615,Spence
09-February-2016,628300,1989,4,2913,Palmerston
09-February-2016,772900,1973,5,2617,Lawson
09-February-2016,545100,1975,4,2615,Higgins
09-February-2016,532300,2014,3,2617,Evatt
09-February-2016,496000,1969,4,2615,Flynn
09-March-2016,587600,1997,4,2900,Tuggeranong
09-March-2016,475200,1989,3,2913,Palmerston
09-March-2016,461100,1916,3,2902,Kambah
09-March-2016,533500,1978,3,2615,Kippax
09-March-2016,556200,1979,3,2607,Isaacs
09-March-2016,574400,1975,4,2913,Ginninderra Village
09-March-2016,596600,1991,4,2906,Banks
09-March-2016,652500,1962,4,2611,Holder
09-March-2016,753200,1996,4,2607,Mawson
09-March-2016,457400,1977,3,2615,Charnwood
09-March-2016,407900,1999,3,2617,Belconnen Dc
09-March-2016,348650,1967,3,2906,Gordon
09-March-2016,416100,1919,3,2902,Kambah
10-February-2016,402600,1969,3,2615,Fraser
10-February-2016,576500,1976,4,2607,Torrens
10-February-2016,630800,1925,4,2904,Gowrie
10-February-2016,668500,2014,5,2905,Chisholm
10-February-2016,696300,1995,3,2602,Ainslie
10-February-2016,472000,1927,3,2903,Wanniassa
10-February-2016,524100,1990,3,2906,Banks
10-February-2016,765200,1967,5,2617,Belconnen
10-January-2016,948300,1988,3,2600,Hmas Harman
