datesold,price,building_year,bedrooms,postcode,area
01-February-2018,1177900,1989,4,2602,Dickson
01-February-2018,1244800,1976,4,2611,Brindabella
01-February-2018,894600,1968,5,2611,Uriarra
01-February-2018,678400,1997,4,2905,Theodore
01-February-2018,630200,1950,4,2903,Erindale Centre
01-February-2018,720000,2014,5,2615,Holt
01-February-2018,507900,1972,3,2614,Hawker
01-February-2018,542900,1984,3,2905,Calwell
01-February-2018,504800,1989,3,2913,Nicholls
01-February-2018,312500,2006,1,2913,Franklin
01-March-2018,119600,1955,4,2605,Curtin
01-March-2018,919200,1919,4,2605,Garran
01-March-2018,995500,2003,5,2602,Watson
01-March-2018,1353400,1969,3,2602,Ainslie
01-March-2018,2259000,1964,5,2600,Hmas Harman
02-February-2018,453400,1977,3,2615,Higgins
02-February-2018,516800,1925,3,2903,Erindale Centre
02-February-2018,676100,1906,4,2914,Harrison
02-February-2018,455400,1903,3,2914,Amaroo
02-February-2018,722100,2014,4,2905,Chisholm
02-February-2018,769500,1954,4,2902,Kambah
02-February-2018,1164100,1976,3,2603,Griffith
02-February-2018,528000,2005,3,2912,Administrative
02-February-2018,590700,1964,2,2611,Uriarra Forest
02-March-2018,465100,1979,3,2906,Gordon
02-March-2018,519600,1991,3,2615,Fraser
02-March-2018,609000,1922,3,2914,Harrison
02-March-2018,605300,1926,3,2914,Harrison
02-March-2018,611750,2014,4,2905,Gilmore
02-March-2018,644400,2006,5,2905,Chisholm
02-March-2018,700400,1997,4,2615,Kippax Centre
02-March-2018,687300,1997,4,2905,Isabella Plains
02-March-2018,771300,1989,4,2913,Franklin
02-March-2018,1637000,1908,4,2603,Manuka
02-March-2018,710700,1966,5,2913,Ngunnawal
03-February-2018,1752700,1998,4,2602,Ainslie
03-February-2018,843200,1927,3,2605,Hughes
03-February-2018,463400,1994,3,2913,Ginninderra Village
03-February-2018,605800,1975,4,2615,Kippax Centre
03-February-2018,612800,1925,3,2914,Forde
03-February-2018,660300,1952,4,2903,Oxley
03-February-2018,715800,2007,4,2914,Amaroo
03-February-2018,722500,2014,4,2914,Bonner
03-February-2018,803600,1996,4,2913,Palmerston
03-February-2018,820300,1977,4,2611,Mount Stromlo
03-February-2018,802600,1976,4,2614,Cook
03-February-2018,813300,2014,5,2914,Amaroo
03-February-2018,827700,1966,4,2614,Cook
03-January-2018,1206300,1963,4,2600,Barton
03-March-2018,464200,1977,4,2615,Florey
03-March-2018,531500,1990,3,2615,Dunlop
03-March-2018,721300,1922,4,2913,Ngunnawal
03-March-2018,580200,1978,3,2906,Conder
03-March-2018,2345200,1998,4,2605,Hughes
03-March-2018,1442500,1964,4,2603,Manuka
03-March-2018,1411100,1996,5,2913,Palmerston
03-March-2018,1305000,1989,4,2602,Hackett
03-March-2018,1314200,1978,4,2614,Cook
03-March-2018,1289900,1925,4,2605,Curtin
03-March-2018,1218300,1998,5,2913,Nicholls
03-March-2018,1204900,1996,4,2602,Lyneham
03-March-2018,521700,1984,3,2905,Bonython
03-March-2018,914600,1964,4,2614,Hawker
03-March-2018,857600,2014,4,2911,Crace
03-March-2018,846300,2000,3,2607,Farrer
03-March-2018,797000,1996,4,2913,Ngunnawal
03-March-2018,986300,1978,2,2602,Lyneham
03-March-2018,786700,1921,4,2904,Macarthur
03-March-2018,588300,1977,3,2615,Dunlop
03-March-2018,778900,1922,3,2605,Curtin
03-March-2018,630700,2014,4,2905,Calwell
03-March-2018,616600,1994,4,2902,Kambah
03-March-2018,717100,1995,3,2606,Swinger Hill
03-March-2018,588100,1990,4,2615,Fraser
03-March-2018,762500,1997,3,2602,Hackett
03-March-2018,779300,2014,4,2615,Dunlop
03-March-2018,782400,1910,4,2914,Amaroo
03-March-2018,777100,1998,4,2615,Spence
03-March-2018,753400,1993,4,2607,Mawson
05-February-2018,739700,1910,4,2914,Forde
05-February-2018,151000,1938,1,2609,Pialligo
05-February-2018,344100,1903,3,2914,Bonner
05-February-2018,474500,1970,2,2615,Dunlop
05-February-2018,533000,1991,3,2615,Melba
05-February-2018,546600,1968,3,2906,Gordon
05-February-2018,540800,1991,3,2905,Richardson
05-February-2018,697600,1925,4,2914,Forde
05-February-2018,734600,1926,4,2912,Administrative
05-February-2018,1303200,1964,4,2603,Manuka
05-February-2018,681900,1978,3,2602,Watson
05-February-2018,567200,1972,3,2913,Palmerston
05-January-2018,972500,2014,5,2617,Giralang
05-January-2018,830300,1978,4,2611,Weston
05-March-2018,476000,1910,3,2914,Amaroo
05-March-2018,641600,1913,3,2914,Harrison
05-March-2018,635400,1966,3,2614,Weetangera
05-March-2018,1005700,1939,4,2611,Mount Stromlo
05-March-2018,1052800,2000,5,2602,Lyneham
05-March-2018,2154000,2006,5,2603,Manuka
05-March-2018,660400,1977,4,2615,Kippax
06-February-2018,652300,1908,4,2617,Belconnen
06-February-2018,565700,2007,3,2914,Bonner
06-February-2018,501300,1977,3,2906,Banks
06-February-2018,429200,1973,3,2615,Higgins
06-February-2018,645900,1996,3,2913,Ngunnawal
06-March-2018,747800,2005,4,2905,Richardson
06-March-2018,631000,1966,3,2906,Banks
06-March-2018,1204200,1988,4,2611,Uriarra Forest
06-March-2018,626800,2001,4,2914,Forde
06-March-2018,691000,1979,5,2902,Kambah
06-March-2018,645400,2001,4,2905,Isabella Plains
06-March-2018,1201800,2006,4,2913,Franklin
06-March-2018,349300,1949,2,2602,Watson
06-March-2018,722600,1990,3,2602,Downer
06-March-2018,812400,1996,4,2913,Franklin
07-February-2018,645700,2006,4,2905,Gilmore
07-February-2018,581800,1917,4,2903,Wanniassa
07-February-2018,927000,1996,5,2913,Ginninderra Village
07-February-2018,894100,2008,5,2911,Crace
07-February-2018,857900,2014,3,2602,O'connor
07-February-2018,725400,1994,3,2913,Ginninderra Village
07-February-2018,670900,1922,4,2903,Oxley
07-February-2018,637400,1966,4,2615,Kippax Centre
07-February-2018,394900,1994,3,2905,Richardson
07-February-2018,447900,1977,3,2905,Theodore
07-February-2018,500000,1977,3,2615,Higgins
07-February-2018,527900,1987,3,2902,Kambah
07-February-2018,552400,1988,3,2913,Ngunnawal
07-February-2018,558800,1968,3,2902,Kambah
07-March-2018,462200,1977,3,2615,Higgins
07-March-2018,186500,1932,1,2620,Clear Range
07-March-2018,530500,1985,3,2902,Kambah
07-March-2018,799100,1921,4,2904,Macarthur
07-March-2018,565700,2007,3,2914,Bonner
07-March-2018,631100,1966,4,2611,Weston Creek
07-March-2018,783600,1910,4,2617,Mckellar
07-March-2018,855600,1980,5,2617,Giralang
07-March-2018,868100,1930,4,2914,Harrison
07-March-2018,850800,2003,4,2914,Harrison
07-March-2018,920600,1910,4,2914,Forde
07-March-2018,924000,1996,5,2913,Palmerston
07-March-2018,1081400,1909,4,2605,Garran
07-March-2018,1765400,2004,4,2603,Red Hill
07-March-2018,534500,2001,3,2617,Bruce
07-March-2018,568800,1990,3,2905,Bonython
07-March-2018,759700,2005,4,2914,Bonner
07-March-2018,551800,1966,3,2611,Uriarra
08-February-2018,707100,1974,4,2615,Charnwood
08-February-2018,597100,1991,4,2615,Latham
08-February-2018,599800,1954,3,2615,Spence
08-February-2018,608300,1979,3,2903,Wanniassa
08-February-2018,732100,1910,3,2605,Hughes
08-February-2018,765800,1907,5,2912,Administrative
08-February-2018,931600,1990,4,2913,Ngunnawal
08-February-2018,1130500,1953,3,2603,Forrest
08-February-2018,1656200,2003,4,2600,Hmas Harman
08-February-2018,397300,1967,3,2615,Kippax Centre
08-February-2018,1837100,2003,4,2603,Forrest
08-January-2018,839100,1998,4,2913,Palmerston
08-January-2018,774300,1993,3,2602,Hackett
08-January-2018,657400,1996,3,2611,Brindabella
08-January-2018,534100,1975,4,2614,Page
08-January-2018,486800,1967,2,2611,Weston Creek
08-January-2018,494355,1927,3,2902,Kambah
08-January-2018,491100,1969,3,2615,Higgins
08-January-2018,353200,1955,2,2600,Parkes
08-January-2018,860200,1978,4,2614,Aranda
08-March-2018,1102300,2000,5,2611,Mount Stromlo
08-March-2018,479500,1978,3,2906,Conder
08-March-2018,977600,2000,4,2602,Downer
08-March-2018,796100,1973,4,2906,Conder
08-March-2018,771600,1966,4,2611,Holder
08-March-2018,616300,1968,3,2614,Jamison Centre
08-March-2018,579800,1991,4,2615,Fraser
08-March-2018,527300,1991,3,2615,Kippax
08-March-2018,514900,1977,3,2615,Fraser
08-March-2018,1078400,1991,4,2602,Lyneham
09-February-2018,926700,1993,4,2913,Palmerston
09-February-2018,851900,1998,4,2913,Franklin
09-February-2018,813800,1976,4,2611,Weston
09-February-2018,770000,1919,4,2914,Amaroo
09-February-2018,684800,1940,3,2617,Lawson
09-February-2018,597400,1976,4,2611,Stirling
09-February-2018,582700,1978,3,2905,Gilmore
09-February-2018,571400,1994,3,2914,Harrison
09-February-2018,519700,1990,3,2913,Ngunnawal
09-February-2018,420500,1977,3,2906,Banks
09-February-2018,421700,1958,3,2614,Jamison Centre
09-February-2018,392000,1977,3,2905,Chisholm
09-February-2018,490600,1985,3,2913,Palmerston
09-January-2018,511100,1987,3,2913,Nicholls
09-January-2018,528200,1950,3,2615,Flynn
